data,date,time,datetime,category,category_desc,matrix_id,rid,outLat,outLong,inLat,inLong
נתניה - מערב,03.11.2021,18:28:01,2021-11-03T18:28:00,1,ירי רקטות וטילים,1,14330,,,31.513,34.452
הרצליה - מערב,03.11.2021,18:28:01,2021-11-03T18:28:00,1,ירי רקטות וטילים,1,14329,,,31.513,34.452
ירושלים - צפון,03.11.2021,18:28:01,2021-11-03T18:28:00,1,ירי רקטות וטילים,1,14328,,,31.513,34.452
ירושלים - מרכז,03.11.2021,18:28:01,2021-11-03T18:28:00,1,ירי רקטות וטילים,1,14327,,,31.513,34.452
ירושלים - מערב,03.11.2021,18:28:01,2021-11-03T18:28:00,1,ירי רקטות וטילים,1,14326,,,31.513,34.452
ירושלים - מזרח,03.11.2021,18:28:01,2021-11-03T18:28:00,1,ירי רקטות וטילים,1,14325,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,03.11.2021,18:28:01,2021-11-03T18:28:00,1,ירי רקטות וטילים,1,14324,,,31.513,34.452
חדרה - מרכז,03.11.2021,18:18:38,2021-11-03T18:19:00,1,ירי רקטות וטילים,1,14323,,,31.513,34.452
ראשון לציון - מערב,03.11.2021,18:18:38,2021-11-03T18:19:00,1,ירי רקטות וטילים,1,14322,,,31.513,34.452
ירושלים - צפון,03.11.2021,18:18:38,2021-11-03T18:19:00,1,ירי רקטות וטילים,1,14321,,,31.513,34.452
ירושלים - מרכז,03.11.2021,18:18:38,2021-11-03T18:19:00,1,ירי רקטות וטילים,1,14320,,,31.513,34.452
ירושלים - מזרח,03.11.2021,18:18:38,2021-11-03T18:19:00,1,ירי רקטות וטילים,1,14319,,,31.513,34.452
אזור תעשייה צפוני אשקלון,03.11.2021,18:17:57,2021-11-03T18:18:00,1,ירי רקטות וטילים,1,14318,,,31.513,34.452
חדרה - נווה חיים,03.11.2021,18:07:59,2021-11-03T18:08:00,1,ירי רקטות וטילים,1,14317,,,31.513,34.452
ראשון לציון - מזרח,03.11.2021,18:07:59,2021-11-03T18:08:00,1,ירי רקטות וטילים,1,14316,,,31.513,34.452
הרצליה - מרכז וגליל ים,03.11.2021,18:07:59,2021-11-03T18:08:00,1,ירי רקטות וטילים,1,14315,,,31.513,34.452
ירושלים - מזרח,03.11.2021,18:07:59,2021-11-03T18:08:00,1,ירי רקטות וטילים,1,14314,,,31.513,34.452
ירושלים - כפר עקב,03.11.2021,18:07:59,2021-11-03T18:08:00,1,ירי רקטות וטילים,1,14313,,,31.513,34.452
ירושלים - דרום,03.11.2021,18:07:59,2021-11-03T18:08:00,1,ירי רקטות וטילים,1,14312,,,31.513,34.452
ירושלים - אזור תעשייה עטרות,03.11.2021,18:07:59,2021-11-03T18:08:00,1,ירי רקטות וטילים,1,14311,,,31.513,34.452
אשקלון - צפון,03.11.2021,18:07:59,2021-11-03T18:08:00,1,ירי רקטות וטילים,1,14310,,,31.513,34.452
אשקלון - דרום,03.11.2021,18:07:59,2021-11-03T18:08:00,1,ירי רקטות וטילים,1,14309,,,31.513,34.452
חדרה - מערב,03.11.2021,17:58:03,2021-11-03T17:58:00,1,ירי רקטות וטילים,1,14308,,,31.513,34.452
רמת גן - מערב,03.11.2021,17:58:03,2021-11-03T17:58:00,1,ירי רקטות וטילים,1,14307,,,31.513,34.452
פארק תעשיות פלמחים,03.11.2021,17:58:03,2021-11-03T17:58:00,1,ירי רקטות וטילים,1,14306,,,31.513,34.452
ירושלים - צפון,03.11.2021,17:58:03,2021-11-03T17:58:00,1,ירי רקטות וטילים,1,14305,,,31.513,34.452
אשקלון - צפון,03.11.2021,17:58:03,2021-11-03T17:58:00,1,ירי רקטות וטילים,1,14304,,,31.513,34.452
המכללה האקדמית כנרת,03.11.2021,10:28:00,2021-11-03T10:28:00,1,ירי רקטות וטילים,1,14303,,,31.513,34.452
תל קציר,03.11.2021,10:28:00,2021-11-03T10:28:00,1,ירי רקטות וטילים,1,14302,,,31.513,34.452
שער הגולן,03.11.2021,10:28:00,2021-11-03T10:28:00,1,ירי רקטות וטילים,1,14301,,,31.513,34.452
מעגן,03.11.2021,10:28:00,2021-11-03T10:28:00,1,ירי רקטות וטילים,1,14300,,,31.513,34.452
מסדה,03.11.2021,10:28:00,2021-11-03T10:28:00,1,ירי רקטות וטילים,1,14299,,,31.513,34.452
האון,03.11.2021,10:28:00,2021-11-03T10:28:00,1,ירי רקטות וטילים,1,14298,,,31.513,34.452
אזור תעשייה צמח,03.11.2021,10:28:00,2021-11-03T10:28:00,1,ירי רקטות וטילים,1,14297,,,31.513,34.452
עומר,03.11.2021,10:18:02,2021-11-03T10:18:00,1,ירי רקטות וטילים,1,14296,,,31.513,34.452
לקיה,03.11.2021,10:18:02,2021-11-03T10:18:00,1,ירי רקטות וטילים,1,14295,,,31.513,34.452
מגדל,03.11.2021,10:08:00,2021-11-03T10:08:00,1,ירי רקטות וטילים,1,14294,,,31.513,34.452
יבנאל,03.11.2021,10:08:00,2021-11-03T10:08:00,1,ירי רקטות וטילים,1,14293,,,31.513,34.452
שפרעם,03.11.2021,10:08:00,2021-11-03T10:08:00,1,ירי רקטות וטילים,1,14292,,,31.513,34.452
קריית ביאליק,03.11.2021,10:08:00,2021-11-03T10:08:00,1,ירי רקטות וטילים,1,14291,,,31.513,34.452
עכו,03.11.2021,10:08:00,2021-11-03T10:08:00,1,ירי רקטות וטילים,1,14290,,,31.513,34.452
כרמיאל,03.11.2021,10:08:00,2021-11-03T10:08:00,1,ירי רקטות וטילים,1,14289,,,31.513,34.452
כפר כמא,03.11.2021,09:58:04,2021-11-03T09:58:00,1,ירי רקטות וטילים,1,14288,,,31.513,34.452
קריית ים,03.11.2021,09:58:04,2021-11-03T09:58:00,1,ירי רקטות וטילים,1,14287,,,31.513,34.452
קריית אתא,03.11.2021,09:58:04,2021-11-03T09:58:00,1,ירי רקטות וטילים,1,14286,,,31.513,34.452
אזור תעשייה כרמיאל,03.11.2021,09:58:04,2021-11-03T09:58:00,1,ירי רקטות וטילים,1,14285,,,31.513,34.452
נתיב העשרה,18.10.2021,15:15:13,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14284,,,31.513,34.452
כרמיה,18.10.2021,15:15:13,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14283,,,31.513,34.452
יד מרדכי,18.10.2021,15:15:13,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14282,,,31.513,34.452
זיקים,18.10.2021,15:15:13,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14281,,,31.513,34.452
מפלסים,18.10.2021,15:15:07,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14280,,,31.513,34.452
שדרות,18.10.2021,15:15:07,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14279,,,31.513,34.452
 איבים,18.10.2021,15:15:07,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14279,,,31.513,34.452
 ניר עם,18.10.2021,15:15:07,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14279,,,31.513,34.452
גבים,18.10.2021,15:15:07,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14278,,,31.513,34.452
 מכללת ספיר,18.10.2021,15:15:07,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14278,,,31.513,34.452
מבקיעים,18.10.2021,15:15:00,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14277,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.10.2021,15:15:00,2021-10-18T15:15:00,1,ירי רקטות וטילים,1,14276,,,31.513,34.452
עין השלושה,13.09.2021,02:24:12,2021-09-13T02:24:00,1,ירי רקטות וטילים,1,14275,,,31.513,34.452
כיסופים,13.09.2021,02:24:12,2021-09-13T02:24:00,1,ירי רקטות וטילים,1,14274,,,31.513,34.452
מטווח ניר עם,12.09.2021,20:48:41,2021-09-12T20:49:00,1,ירי רקטות וטילים,1,14273,,,31.513,34.452
גבים,12.09.2021,20:48:41,2021-09-12T20:49:00,1,ירי רקטות וטילים,1,14272,,,31.513,34.452
 מכללת ספיר,12.09.2021,20:48:41,2021-09-12T20:49:00,1,ירי רקטות וטילים,1,14272,,,31.513,34.452
שדרות,12.09.2021,20:48:36,2021-09-12T20:49:00,1,ירי רקטות וטילים,1,14271,,,31.513,34.452
 איבים,12.09.2021,20:48:36,2021-09-12T20:49:00,1,ירי רקטות וטילים,1,14271,,,31.513,34.452
 ניר עם,12.09.2021,20:48:36,2021-09-12T20:49:00,1,ירי רקטות וטילים,1,14271,,,31.513,34.452
מטווח ניר עם,11.09.2021,21:00:36,2021-09-11T21:01:00,1,ירי רקטות וטילים,1,14269,,,31.513,34.452
מפלסים,11.09.2021,21:00:36,2021-09-11T21:01:00,1,ירי רקטות וטילים,1,14268,,,31.513,34.452
שדרות,11.09.2021,21:00:36,2021-09-11T21:01:00,1,ירי רקטות וטילים,1,14267,,,31.513,34.452
 איבים,11.09.2021,21:00:36,2021-09-11T21:01:00,1,ירי רקטות וטילים,1,14267,,,31.513,34.452
 ניר עם,11.09.2021,21:00:36,2021-09-11T21:01:00,1,ירי רקטות וטילים,1,14267,,,31.513,34.452
גבים,11.09.2021,21:00:36,2021-09-11T21:01:00,1,ירי רקטות וטילים,1,14266,,,31.513,34.452
 מכללת ספיר,11.09.2021,21:00:36,2021-09-11T21:01:00,1,ירי רקטות וטילים,1,14266,,,31.513,34.452
שלומית,10.09.2021,22:51:11,2021-09-10T22:51:00,1,ירי רקטות וטילים,1,14265,,,31.513,34.452
יבול,10.09.2021,22:51:11,2021-09-10T22:51:00,1,ירי רקטות וטילים,1,14264,,,31.513,34.452
אבשלום,10.09.2021,22:51:11,2021-09-10T22:51:00,1,ירי רקטות וטילים,1,14263,,,31.513,34.452
מטווח ניר עם,16.08.2021,13:32:06,2021-08-16T13:32:00,1,ירי רקטות וטילים,1,14262,,,31.513,34.452
ארז,16.08.2021,13:32:06,2021-08-16T13:32:00,1,ירי רקטות וטילים,1,14261,,,31.513,34.452
שדרות,16.08.2021,13:32:06,2021-08-16T13:32:00,1,ירי רקטות וטילים,1,14260,,,31.513,34.452
 איבים,16.08.2021,13:32:06,2021-08-16T13:32:00,1,ירי רקטות וטילים,1,14260,,,31.513,34.452
 ניר עם,16.08.2021,13:32:06,2021-08-16T13:32:00,1,ירי רקטות וטילים,1,14260,,,31.513,34.452
נווה אטי''ב,06.08.2021,10:55:01,2021-08-06T10:55:00,1,ירי רקטות וטילים,1,14256,,,31.513,34.452
עין קנייא,06.08.2021,10:55:01,2021-08-06T10:55:00,1,ירי רקטות וטילים,1,14255,,,31.513,34.452
שניר,06.08.2021,10:55:01,2021-08-06T10:55:00,1,ירי רקטות וטילים,1,14254,,,31.513,34.452
קריית שמונה,04.08.2021,12:15:00,2021-08-04T12:15:00,1,ירי רקטות וטילים,1,14245,,,31.513,34.452
כפר גלעדי,04.08.2021,12:15:00,2021-08-04T12:15:00,1,ירי רקטות וטילים,1,14244,,,31.513,34.452
תל חי,04.08.2021,12:15:00,2021-08-04T12:15:00,1,ירי רקטות וטילים,1,14243,,,31.513,34.452
שלומי,20.07.2021,03:54:47,2021-07-20T03:55:00,1,ירי רקטות וטילים,1,14236,,,31.513,34.452
אדמית,20.07.2021,03:54:47,2021-07-20T03:55:00,1,ירי רקטות וטילים,1,14235,,,31.513,34.452
מצובה,20.07.2021,03:54:41,2021-07-20T03:55:00,1,ירי רקטות וטילים,1,14234,,,31.513,34.452
כברי,20.07.2021,03:54:41,2021-07-20T03:55:00,1,ירי רקטות וטילים,1,14233,,,31.513,34.452
יערה,20.07.2021,03:54:41,2021-07-20T03:55:00,1,ירי רקטות וטילים,1,14232,,,31.513,34.452
חניתה,20.07.2021,03:54:41,2021-07-20T03:55:00,1,ירי רקטות וטילים,1,14231,,,31.513,34.452
שייח' דנון,20.07.2021,03:54:41,2021-07-20T03:55:00,1,ירי רקטות וטילים,1,14230,,,31.513,34.452
נתיב השיירה,20.07.2021,03:54:41,2021-07-20T03:55:00,1,ירי רקטות וטילים,1,14229,,,31.513,34.452
ראש הנקרה,20.07.2021,03:54:39,2021-07-20T03:55:00,1,ירי רקטות וטילים,1,14228,,,31.513,34.452
כפר עזה,18.06.2021,00:17:42,2021-06-18T00:18:00,1,ירי רקטות וטילים,1,14227,,,31.513,34.452
צוחר ואוהד,21.05.2021,01:49:47,2021-05-21T01:50:00,1,ירי רקטות וטילים,1,14224,,,31.513,34.452
מבטחים עמיעוז ישע,21.05.2021,01:49:47,2021-05-21T01:50:00,1,ירי רקטות וטילים,1,14223,,,31.513,34.452
כיסופים,21.05.2021,01:49:42,2021-05-21T01:50:00,1,ירי רקטות וטילים,1,14222,,,31.513,34.452
פרי גן,21.05.2021,01:34:24,2021-05-21T01:34:00,1,ירי רקטות וטילים,1,14221,,,31.513,34.452
סופה,21.05.2021,01:34:24,2021-05-21T01:34:00,1,ירי רקטות וטילים,1,14220,,,31.513,34.452
צוחר ואוהד,21.05.2021,01:32:26,2021-05-21T01:32:00,1,ירי רקטות וטילים,1,14219,,,31.513,34.452
תלמי אליהו,21.05.2021,01:32:21,2021-05-21T01:32:00,1,ירי רקטות וטילים,1,14218,,,31.513,34.452
גבולות,21.05.2021,01:31:59,2021-05-21T01:32:00,1,ירי רקטות וטילים,1,14217,,,31.513,34.452
תלמי יוסף,21.05.2021,01:31:44,2021-05-21T01:32:00,1,ירי רקטות וטילים,1,14216,,,31.513,34.452
יבול,21.05.2021,01:31:37,2021-05-21T01:32:00,1,ירי רקטות וטילים,1,14215,,,31.513,34.452
שדה אברהם,21.05.2021,01:31:37,2021-05-21T01:32:00,1,ירי רקטות וטילים,1,14214,,,31.513,34.452
סופה,21.05.2021,01:31:37,2021-05-21T01:32:00,1,ירי רקטות וטילים,1,14213,,,31.513,34.452
יתד,21.05.2021,01:31:37,2021-05-21T01:32:00,1,ירי רקטות וטילים,1,14212,,,31.513,34.452
חולית,21.05.2021,01:31:27,2021-05-21T01:31:00,1,ירי רקטות וטילים,1,14211,,,31.513,34.452
כרם שלום,21.05.2021,01:31:21,2021-05-21T01:31:00,1,ירי רקטות וטילים,1,14210,,,31.513,34.452
נירים,21.05.2021,01:30:20,2021-05-21T01:30:00,1,ירי רקטות וטילים,1,14209,,,31.513,34.452
ניר עוז,21.05.2021,01:30:20,2021-05-21T01:30:00,1,ירי רקטות וטילים,1,14208,,,31.513,34.452
מגן,21.05.2021,01:30:20,2021-05-21T01:30:00,1,ירי רקטות וטילים,1,14207,,,31.513,34.452
נירים,21.05.2021,01:29:08,2021-05-21T01:29:00,1,ירי רקטות וטילים,1,14206,,,31.513,34.452
ניר עוז,21.05.2021,01:29:03,2021-05-21T01:29:00,1,ירי רקטות וטילים,1,14205,,,31.513,34.452
כפר עזה,21.05.2021,01:12:46,2021-05-21T01:13:00,1,ירי רקטות וטילים,1,14204,,,31.513,34.452
נתיב העשרה,21.05.2021,00:37:20,2021-05-21T00:37:00,1,ירי רקטות וטילים,1,14203,,,31.513,34.452
עין השלושה,21.05.2021,00:33:59,2021-05-21T00:34:00,1,ירי רקטות וטילים,1,14202,,,31.513,34.452
נירים,21.05.2021,00:33:59,2021-05-21T00:34:00,1,ירי רקטות וטילים,1,14201,,,31.513,34.452
שוקדה,21.05.2021,00:28:20,2021-05-21T00:28:00,1,ירי רקטות וטילים,1,14200,,,31.513,34.452
סעד,21.05.2021,00:28:04,2021-05-21T00:28:00,1,ירי רקטות וטילים,1,14199,,,31.513,34.452
כפר עזה,21.05.2021,00:28:04,2021-05-21T00:28:00,1,ירי רקטות וטילים,1,14198,,,31.513,34.452
זמרת ושובה,21.05.2021,00:28:04,2021-05-21T00:28:00,1,ירי רקטות וטילים,1,14197,,,31.513,34.452
עלומים,21.05.2021,00:27:58,2021-05-21T00:28:00,1,ירי רקטות וטילים,1,14196,,,31.513,34.452
נחל עוז,21.05.2021,00:27:58,2021-05-21T00:28:00,1,ירי רקטות וטילים,1,14195,,,31.513,34.452
בארי,21.05.2021,00:27:52,2021-05-21T00:28:00,1,ירי רקטות וטילים,1,14194,,,31.513,34.452
דקל,20.05.2021,23:50:12,2021-05-20T23:50:00,1,ירי רקטות וטילים,1,14193,,,31.513,34.452
שדה אברהם,20.05.2021,23:49:55,2021-05-20T23:50:00,1,ירי רקטות וטילים,1,14192,,,31.513,34.452
יתד,20.05.2021,23:49:55,2021-05-20T23:50:00,1,ירי רקטות וטילים,1,14191,,,31.513,34.452
יבול,20.05.2021,23:49:55,2021-05-20T23:50:00,1,ירי רקטות וטילים,1,14190,,,31.513,34.452
אבשלום,20.05.2021,23:49:55,2021-05-20T23:50:00,1,ירי רקטות וטילים,1,14189,,,31.513,34.452
סופה,20.05.2021,23:49:46,2021-05-20T23:50:00,1,ירי רקטות וטילים,1,14188,,,31.513,34.452
כרם שלום,20.05.2021,23:49:46,2021-05-20T23:50:00,1,ירי רקטות וטילים,1,14187,,,31.513,34.452
חולית,20.05.2021,23:49:46,2021-05-20T23:50:00,1,ירי רקטות וטילים,1,14186,,,31.513,34.452
נתיב העשרה,20.05.2021,22:53:33,2021-05-20T22:54:00,1,ירי רקטות וטילים,1,14185,,,31.513,34.452
יד מרדכי,20.05.2021,22:53:33,2021-05-20T22:54:00,1,ירי רקטות וטילים,1,14184,,,31.513,34.452
נתיב העשרה,20.05.2021,22:44:01,2021-05-20T22:44:00,1,ירי רקטות וטילים,1,14183,,,31.513,34.452
יד מרדכי,20.05.2021,22:43:51,2021-05-20T22:44:00,1,ירי רקטות וטילים,1,14182,,,31.513,34.452
ארז,20.05.2021,22:43:51,2021-05-20T22:44:00,1,ירי רקטות וטילים,1,14181,,,31.513,34.452
נתיב העשרה,20.05.2021,22:43:00,2021-05-20T22:43:00,1,ירי רקטות וטילים,1,14180,,,31.513,34.452
אשדוד - יא,20.05.2021,21:02:35,2021-05-20T21:03:00,1,ירי רקטות וטילים,1,14179,,,31.513,34.452
מרינה,20.05.2021,21:02:35,2021-05-20T21:03:00,1,ירי רקטות וטילים,1,14179,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,20.05.2021,21:02:35,2021-05-20T21:03:00,1,ירי רקטות וטילים,1,14178,,,31.513,34.452
אשדוד - א,20.05.2021,21:02:35,2021-05-20T21:03:00,1,ירי רקטות וטילים,1,14177,,,31.513,34.452
באר גנים,20.05.2021,21:02:29,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14176,,,31.513,34.452
אשקלון,20.05.2021,21:02:29,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14175,,,31.513,34.452
אזור תעשייה צפוני אשקלון,20.05.2021,21:02:29,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14174,,,31.513,34.452
ניצנים,20.05.2021,21:02:24,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14173,,,31.513,34.452
ניצן,20.05.2021,21:02:24,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14172,,,31.513,34.452
זיקים,20.05.2021,21:01:56,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14171,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,20.05.2021,21:01:56,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14170,,,31.513,34.452
חוות שיקמים,20.05.2021,21:01:35,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14169,,,31.513,34.452
שוקדה,20.05.2021,21:01:30,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14168,,,31.513,34.452
עלומים,20.05.2021,21:01:30,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14167,,,31.513,34.452
כפר מימון ותושיה,20.05.2021,21:01:30,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14166,,,31.513,34.452
זמרת ושובה,20.05.2021,21:01:30,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14165,,,31.513,34.452
בארי,20.05.2021,21:01:30,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14164,,,31.513,34.452
נתיבות,20.05.2021,21:01:30,2021-05-20T21:02:00,1,ירי רקטות וטילים,1,14163,,,31.513,34.452
ארז,20.05.2021,21:01:09,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14162,,,31.513,34.452
תקומה,20.05.2021,21:00:53,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14161,,,31.513,34.452
סעד,20.05.2021,21:00:53,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14160,,,31.513,34.452
כפר עזה,20.05.2021,21:00:53,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14159,,,31.513,34.452
יכיני,20.05.2021,21:00:53,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14158,,,31.513,34.452
גבים,20.05.2021,21:00:53,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14157,,,31.513,34.452
 מכללת ספיר,20.05.2021,21:00:53,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14157,,,31.513,34.452
זרועה,20.05.2021,21:00:47,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14156,,,31.513,34.452
מטווח ניר עם,20.05.2021,21:00:42,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14155,,,31.513,34.452
מפלסים,20.05.2021,21:00:42,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14154,,,31.513,34.452
שדרות,20.05.2021,21:00:42,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14153,,,31.513,34.452
 איבים,20.05.2021,21:00:42,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14153,,,31.513,34.452
ניר עם,20.05.2021,21:00:42,2021-05-20T21:01:00,1,ירי רקטות וטילים,1,14152,,,31.513,34.452
עין השלושה,20.05.2021,20:28:18,2021-05-20T20:28:00,1,ירי רקטות וטילים,1,14151,,,31.513,34.452
נירים,20.05.2021,20:28:18,2021-05-20T20:28:00,1,ירי רקטות וטילים,1,14150,,,31.513,34.452
כיסופים,20.05.2021,20:28:18,2021-05-20T20:28:00,1,ירי רקטות וטילים,1,14149,,,31.513,34.452
מטווח ניר עם,20.05.2021,20:16:25,2021-05-20T20:16:00,1,ירי רקטות וטילים,1,14148,,,31.513,34.452
מפלסים,20.05.2021,20:16:25,2021-05-20T20:16:00,1,ירי רקטות וטילים,1,14147,,,31.513,34.452
כפר עזה,20.05.2021,20:16:25,2021-05-20T20:16:00,1,ירי רקטות וטילים,1,14146,,,31.513,34.452
ניר עם,20.05.2021,20:16:25,2021-05-20T20:16:00,1,ירי רקטות וטילים,1,14145,,,31.513,34.452
עין השלושה,20.05.2021,20:07:22,2021-05-20T20:07:00,1,ירי רקטות וטילים,1,14144,,,31.513,34.452
נירים,20.05.2021,20:07:22,2021-05-20T20:07:00,1,ירי רקטות וטילים,1,14143,,,31.513,34.452
מטווח ניר עם,20.05.2021,19:39:21,2021-05-20T19:39:00,1,ירי רקטות וטילים,1,14142,,,31.513,34.452
מפלסים,20.05.2021,19:39:21,2021-05-20T19:39:00,1,ירי רקטות וטילים,1,14141,,,31.513,34.452
מפלסים,20.05.2021,19:29:03,2021-05-20T19:29:00,1,ירי רקטות וטילים,1,14140,,,31.513,34.452
מטווח ניר עם,20.05.2021,19:28:58,2021-05-20T19:29:00,1,ירי רקטות וטילים,1,14139,,,31.513,34.452
כרם שלום,20.05.2021,19:27:12,2021-05-20T19:27:00,1,ירי רקטות וטילים,1,14138,,,31.513,34.452
נתיב העשרה,20.05.2021,19:07:17,2021-05-20T19:07:00,1,ירי רקטות וטילים,1,14137,,,31.513,34.452
כרם שלום,20.05.2021,18:42:39,2021-05-20T18:43:00,1,ירי רקטות וטילים,1,14136,,,31.513,34.452
נחל עוז,20.05.2021,18:22:56,2021-05-20T18:23:00,1,ירי רקטות וטילים,1,14135,,,31.513,34.452
נתיב העשרה,20.05.2021,18:15:39,2021-05-20T18:16:00,1,ירי רקטות וטילים,1,14134,,,31.513,34.452
נתיב העשרה,20.05.2021,18:09:17,2021-05-20T18:09:00,1,ירי רקטות וטילים,1,14133,,,31.513,34.452
זיקים,20.05.2021,18:09:17,2021-05-20T18:09:00,1,ירי רקטות וטילים,1,14132,,,31.513,34.452
כרם שלום,20.05.2021,18:08:26,2021-05-20T18:08:00,1,ירי רקטות וטילים,1,14131,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,20.05.2021,18:01:38,2021-05-20T18:02:00,1,ירי רקטות וטילים,1,14130,,,31.513,34.452
ניצנים,20.05.2021,18:01:33,2021-05-20T18:02:00,1,ירי רקטות וטילים,1,14129,,,31.513,34.452
באר גנים,20.05.2021,18:01:33,2021-05-20T18:02:00,1,ירי רקטות וטילים,1,14128,,,31.513,34.452
בית עזרא,20.05.2021,18:01:33,2021-05-20T18:02:00,1,ירי רקטות וטילים,1,14127,,,31.513,34.452
ניצן,20.05.2021,18:01:22,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14126,,,31.513,34.452
אשדוד - ח,20.05.2021,18:01:22,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14125,,,31.513,34.452
אזור תעשייה עד הלום,20.05.2021,18:01:22,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14124,,,31.513,34.452
תקומה,20.05.2021,18:01:06,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14123,,,31.513,34.452
יושיביה,20.05.2021,18:01:06,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14122,,,31.513,34.452
כפר מימון ותושיה,20.05.2021,18:00:51,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14121,,,31.513,34.452
נתיבות,20.05.2021,18:00:51,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14120,,,31.513,34.452
שוקדה,20.05.2021,18:00:51,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14119,,,31.513,34.452
עלומים,20.05.2021,18:00:51,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14118,,,31.513,34.452
סעד,20.05.2021,18:00:51,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14117,,,31.513,34.452
נחל עוז,20.05.2021,18:00:51,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14116,,,31.513,34.452
זמרת ושובה,20.05.2021,18:00:51,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14115,,,31.513,34.452
בארי,20.05.2021,18:00:51,2021-05-20T18:01:00,1,ירי רקטות וטילים,1,14114,,,31.513,34.452
ניר עוז,20.05.2021,17:59:09,2021-05-20T17:59:00,1,ירי רקטות וטילים,1,14113,,,31.513,34.452
עין השלושה,20.05.2021,17:57:48,2021-05-20T17:58:00,1,ירי רקטות וטילים,1,14112,,,31.513,34.452
נירים,20.05.2021,17:57:48,2021-05-20T17:58:00,1,ירי רקטות וטילים,1,14111,,,31.513,34.452
כיסופים,20.05.2021,17:57:48,2021-05-20T17:58:00,1,ירי רקטות וטילים,1,14110,,,31.513,34.452
מטווח ניר עם,20.05.2021,17:55:41,2021-05-20T17:56:00,1,ירי רקטות וטילים,1,14109,,,31.513,34.452
מפלסים,20.05.2021,17:55:41,2021-05-20T17:56:00,1,ירי רקטות וטילים,1,14108,,,31.513,34.452
כפר עזה,20.05.2021,17:55:41,2021-05-20T17:56:00,1,ירי רקטות וטילים,1,14107,,,31.513,34.452
ניר עם,20.05.2021,17:55:41,2021-05-20T17:56:00,1,ירי רקטות וטילים,1,14106,,,31.513,34.452
גבים,20.05.2021,17:50:39,2021-05-20T17:51:00,1,ירי רקטות וטילים,1,14105,,,31.513,34.452
 מכללת ספיר,20.05.2021,17:50:39,2021-05-20T17:51:00,1,ירי רקטות וטילים,1,14105,,,31.513,34.452
מטווח ניר עם,20.05.2021,17:50:34,2021-05-20T17:51:00,1,ירי רקטות וטילים,1,14104,,,31.513,34.452
שדרות,20.05.2021,17:50:34,2021-05-20T17:51:00,1,ירי רקטות וטילים,1,14103,,,31.513,34.452
