data,date,time,datetime,category,category_desc,matrix_id,rid,outLat,outLong,inLat,inLong
תאשור,18.05.2021,17:46:32,2021-05-18T17:47:00,1,ירי רקטות וטילים,1,13311,,,31.513,34.452
גילת,18.05.2021,17:46:32,2021-05-18T17:47:00,1,ירי רקטות וטילים,1,13310,,,31.513,34.452
ברוש,18.05.2021,17:46:32,2021-05-18T17:47:00,1,ירי רקטות וטילים,1,13309,,,31.513,34.452
תראבין א-צאנע ופזורה,18.05.2021,17:46:12,2021-05-18T17:46:00,1,ירי רקטות וטילים,1,13308,,,31.513,34.452
משמר הנגב,18.05.2021,17:46:12,2021-05-18T17:46:00,1,ירי רקטות וטילים,1,13307,,,31.513,34.452
גבעות בר,18.05.2021,17:46:12,2021-05-18T17:46:00,1,ירי רקטות וטילים,1,13306,,,31.513,34.452
כיסופים,18.05.2021,17:41:50,2021-05-18T17:42:00,1,ירי רקטות וטילים,1,13305,,,31.513,34.452
אשקלון,18.05.2021,17:38:37,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13304,,,31.513,34.452
מבקיעים,18.05.2021,17:38:32,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13303,,,31.513,34.452
כפר סילבר,18.05.2021,17:38:32,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13302,,,31.513,34.452
בת הדר,18.05.2021,17:38:32,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13301,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.05.2021,17:38:32,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13300,,,31.513,34.452
אזור תעשייה צפוני אשקלון,18.05.2021,17:38:32,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13299,,,31.513,34.452
נתיב העשרה,18.05.2021,17:38:32,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13298,,,31.513,34.452
כרמיה,18.05.2021,17:38:32,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13297,,,31.513,34.452
יד מרדכי,18.05.2021,17:38:32,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13296,,,31.513,34.452
זיקים,18.05.2021,17:38:32,2021-05-18T17:39:00,1,ירי רקטות וטילים,1,13295,,,31.513,34.452
מבטחים עמיעוז ישע,18.05.2021,17:23:13,2021-05-18T17:23:00,1,ירי רקטות וטילים,1,13294,,,31.513,34.452
כרם שלום,18.05.2021,17:21:11,2021-05-18T17:21:00,1,ירי רקטות וטילים,1,13293,,,31.513,34.452
נחל עוז,18.05.2021,17:11:03,2021-05-18T17:11:00,1,ירי רקטות וטילים,1,13292,,,31.513,34.452
עלומים,18.05.2021,17:01:53,2021-05-18T17:02:00,1,ירי רקטות וטילים,1,13291,,,31.513,34.452
נחל עוז,18.05.2021,17:01:48,2021-05-18T17:02:00,1,ירי רקטות וטילים,1,13290,,,31.513,34.452
נחל עוז,18.05.2021,17:00:47,2021-05-18T17:01:00,1,ירי רקטות וטילים,1,13289,,,31.513,34.452
נתיב העשרה,18.05.2021,17:00:26,2021-05-18T17:00:00,1,ירי רקטות וטילים,1,13288,,,31.513,34.452
סופה,18.05.2021,16:58:24,2021-05-18T16:58:00,1,ירי רקטות וטילים,1,13287,,,31.513,34.452
ניר יצחק,18.05.2021,16:58:24,2021-05-18T16:58:00,1,ירי רקטות וטילים,1,13286,,,31.513,34.452
חולית,18.05.2021,16:58:24,2021-05-18T16:58:00,1,ירי רקטות וטילים,1,13285,,,31.513,34.452
נחל עוז,18.05.2021,16:55:28,2021-05-18T16:55:00,1,ירי רקטות וטילים,1,13284,,,31.513,34.452
נחל עוז,18.05.2021,16:54:17,2021-05-18T16:54:00,1,ירי רקטות וטילים,1,13283,,,31.513,34.452
נתיב העשרה,18.05.2021,16:36:52,2021-05-18T16:37:00,1,ירי רקטות וטילים,1,13282,,,31.513,34.452
כרמיה,18.05.2021,16:36:52,2021-05-18T16:37:00,1,ירי רקטות וטילים,1,13281,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.05.2021,16:36:52,2021-05-18T16:37:00,1,ירי רקטות וטילים,1,13280,,,31.513,34.452
אשקלון,18.05.2021,16:36:52,2021-05-18T16:37:00,1,ירי רקטות וטילים,1,13279,,,31.513,34.452
יד מרדכי,18.05.2021,16:36:52,2021-05-18T16:37:00,1,ירי רקטות וטילים,1,13278,,,31.513,34.452
זיקים,18.05.2021,16:36:52,2021-05-18T16:37:00,1,ירי רקטות וטילים,1,13277,,,31.513,34.452
נחל עוז,18.05.2021,16:16:39,2021-05-18T16:17:00,1,ירי רקטות וטילים,1,13276,,,31.513,34.452
כיסופים,18.05.2021,16:15:08,2021-05-18T16:15:00,1,ירי רקטות וטילים,1,13275,,,31.513,34.452
כיסופים,18.05.2021,16:13:31,2021-05-18T16:14:00,1,ירי רקטות וטילים,1,13274,,,31.513,34.452
חצרים,18.05.2021,16:02:42,2021-05-18T16:03:00,1,ירי רקטות וטילים,1,13273,,,31.513,34.452
כיסופים,18.05.2021,16:01:25,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13272,,,31.513,34.452
קרית חינוך מרחבים,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13271,,,31.513,34.452
ואדי אל נעם,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13270,,,31.513,34.452
שגב שלום והפזורה,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13269,,,31.513,34.452
חצרים,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13268,,,31.513,34.452
קצר-א-סיר והפזורה,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13267,,,31.513,34.452
מסלול,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13266,,,31.513,34.452
דימונה,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13265,,,31.513,34.452
אופקים,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13264,,,31.513,34.452
אבו קרינאת והפזורה,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13263,,,31.513,34.452
באר שבע - מזרח,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13262,,,31.513,34.452
באר שבע - דרום,18.05.2021,16:01:20,2021-05-18T16:01:00,1,ירי רקטות וטילים,1,13261,,,31.513,34.452
שדרות,18.05.2021,15:46:30,2021-05-18T15:47:00,1,ירי רקטות וטילים,1,13260,,,31.513,34.452
 איבים,18.05.2021,15:46:30,2021-05-18T15:47:00,1,ירי רקטות וטילים,1,13260,,,31.513,34.452
ניר עם,18.05.2021,15:46:30,2021-05-18T15:47:00,1,ירי רקטות וטילים,1,13259,,,31.513,34.452
מטווח ניר עם,18.05.2021,15:46:30,2021-05-18T15:47:00,1,ירי רקטות וטילים,1,13258,,,31.513,34.452
מפלסים,18.05.2021,15:46:30,2021-05-18T15:47:00,1,ירי רקטות וטילים,1,13257,,,31.513,34.452
ארז,18.05.2021,15:46:30,2021-05-18T15:47:00,1,ירי רקטות וטילים,1,13256,,,31.513,34.452
מטווח ניר עם,18.05.2021,15:41:18,2021-05-18T15:41:00,1,ירי רקטות וטילים,1,13255,,,31.513,34.452
ניר עם,18.05.2021,15:38:46,2021-05-18T15:39:00,1,ירי רקטות וטילים,1,13254,,,31.513,34.452
מטווח ניר עם,18.05.2021,15:38:46,2021-05-18T15:39:00,1,ירי רקטות וטילים,1,13253,,,31.513,34.452
מפלסים,18.05.2021,15:38:46,2021-05-18T15:39:00,1,ירי רקטות וטילים,1,13252,,,31.513,34.452
שדרות,18.05.2021,15:38:46,2021-05-18T15:39:00,1,ירי רקטות וטילים,1,13251,,,31.513,34.452
 איבים,18.05.2021,15:38:46,2021-05-18T15:39:00,1,ירי רקטות וטילים,1,13251,,,31.513,34.452
שדרות,18.05.2021,15:31:14,2021-05-18T15:31:00,1,ירי רקטות וטילים,1,13250,,,31.513,34.452
 איבים,18.05.2021,15:31:14,2021-05-18T15:31:00,1,ירי רקטות וטילים,1,13250,,,31.513,34.452
ניר עם,18.05.2021,15:31:14,2021-05-18T15:31:00,1,ירי רקטות וטילים,1,13249,,,31.513,34.452
נתיב העשרה,18.05.2021,15:26:11,2021-05-18T15:26:00,1,ירי רקטות וטילים,1,13248,,,31.513,34.452
מבקיעים,18.05.2021,15:26:11,2021-05-18T15:26:00,1,ירי רקטות וטילים,1,13247,,,31.513,34.452
כרמיה,18.05.2021,15:26:11,2021-05-18T15:26:00,1,ירי רקטות וטילים,1,13246,,,31.513,34.452
יד מרדכי,18.05.2021,15:26:11,2021-05-18T15:26:00,1,ירי רקטות וטילים,1,13245,,,31.513,34.452
זיקים,18.05.2021,15:26:11,2021-05-18T15:26:00,1,ירי רקטות וטילים,1,13244,,,31.513,34.452
אשקלון,18.05.2021,15:25:56,2021-05-18T15:26:00,1,ירי רקטות וטילים,1,13243,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.05.2021,15:25:56,2021-05-18T15:26:00,1,ירי רקטות וטילים,1,13242,,,31.513,34.452
רעים,18.05.2021,15:01:31,2021-05-18T15:02:00,1,ירי רקטות וטילים,1,13241,,,31.513,34.452
אשדוד - יא,18.05.2021,14:56:32,2021-05-18T14:57:00,1,ירי רקטות וטילים,1,13240,,,31.513,34.452
מרינה,18.05.2021,14:56:32,2021-05-18T14:57:00,1,ירי רקטות וטילים,1,13240,,,31.513,34.452
אשדוד - ח,18.05.2021,14:56:32,2021-05-18T14:57:00,1,ירי רקטות וטילים,1,13239,,,31.513,34.452
אשדוד - ג,18.05.2021,14:56:32,2021-05-18T14:57:00,1,ירי רקטות וטילים,1,13238,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,18.05.2021,14:56:32,2021-05-18T14:57:00,1,ירי רקטות וטילים,1,13237,,,31.513,34.452
אשדוד - א,18.05.2021,14:56:32,2021-05-18T14:57:00,1,ירי רקטות וטילים,1,13236,,,31.513,34.452
ניצן,18.05.2021,14:55:47,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13235,,,31.513,34.452
אשדוד - יא,18.05.2021,14:55:40,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13234,,,31.513,34.452
מרינה,18.05.2021,14:55:40,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13234,,,31.513,34.452
אשדוד - ח,18.05.2021,14:55:40,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13233,,,31.513,34.452
אשדוד - ג,18.05.2021,14:55:40,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13232,,,31.513,34.452
אשדוד - א,18.05.2021,14:55:40,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13231,,,31.513,34.452
מתחם בני דרום,18.05.2021,14:55:35,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13230,,,31.513,34.452
ניר גלים,18.05.2021,14:55:35,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13229,,,31.513,34.452
בני דרום,18.05.2021,14:55:35,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13228,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,18.05.2021,14:55:35,2021-05-18T14:56:00,1,ירי רקטות וטילים,1,13227,,,31.513,34.452
נתיב העשרה,18.05.2021,14:46:26,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13226,,,31.513,34.452
זיקים,18.05.2021,14:46:26,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13225,,,31.513,34.452
באר גנים,18.05.2021,14:46:26,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13224,,,31.513,34.452
אזור תעשייה צפוני אשקלון,18.05.2021,14:46:26,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13223,,,31.513,34.452
גיאה,18.05.2021,14:46:26,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13222,,,31.513,34.452
בית שקמה,18.05.2021,14:46:26,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13221,,,31.513,34.452
בת הדר,18.05.2021,14:46:05,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13220,,,31.513,34.452
אשדוד - ח,18.05.2021,14:46:00,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13219,,,31.513,34.452
מבקיעים,18.05.2021,14:45:59,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13218,,,31.513,34.452
כרמיה,18.05.2021,14:45:54,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13217,,,31.513,34.452
יד מרדכי,18.05.2021,14:45:54,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13216,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.05.2021,14:45:54,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13215,,,31.513,34.452
אשקלון,18.05.2021,14:45:54,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13214,,,31.513,34.452
כיסופים,18.05.2021,14:45:34,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13213,,,31.513,34.452
אשדוד - יא,18.05.2021,14:45:34,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13212,,,31.513,34.452
מרינה,18.05.2021,14:45:34,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13212,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,18.05.2021,14:45:34,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13211,,,31.513,34.452
אשדוד - א,18.05.2021,14:45:34,2021-05-18T14:46:00,1,ירי רקטות וטילים,1,13210,,,31.513,34.452
כיסופים,18.05.2021,14:43:37,2021-05-18T14:44:00,1,ירי רקטות וטילים,1,13209,,,31.513,34.452
כרם שלום,18.05.2021,14:41:40,2021-05-18T14:42:00,1,ירי רקטות וטילים,1,13208,,,31.513,34.452
מבטחים עמיעוז ישע,18.05.2021,14:34:23,2021-05-18T14:34:00,1,ירי רקטות וטילים,1,13207,,,31.513,34.452
נתיב העשרה,18.05.2021,14:31:13,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13206,,,31.513,34.452
זיקים,18.05.2021,14:31:07,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13205,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.05.2021,14:31:07,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13204,,,31.513,34.452
חצרים,18.05.2021,14:30:57,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13203,,,31.513,34.452
שתולים,18.05.2021,14:30:47,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13202,,,31.513,34.452
ניר גלים,18.05.2021,14:30:47,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13201,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,18.05.2021,14:30:47,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13200,,,31.513,34.452
ניצנים,18.05.2021,14:30:36,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13199,,,31.513,34.452
אשקלון,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13198,,,31.513,34.452
תל שבע,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13197,,,31.513,34.452
נבטים,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13196,,,31.513,34.452
באר שבע - מזרח,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13195,,,31.513,34.452
באר שבע - דרום,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13194,,,31.513,34.452
באר גנים,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13193,,,31.513,34.452
ניצן,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13192,,,31.513,34.452
בית עזרא,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13191,,,31.513,34.452
אשדוד - יא,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13190,,,31.513,34.452
מרינה,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13190,,,31.513,34.452
אשדוד - ח,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13189,,,31.513,34.452
אשדוד - ג,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13188,,,31.513,34.452
אשדוד - א,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13187,,,31.513,34.452
אזור תעשייה עד הלום,18.05.2021,14:30:31,2021-05-18T14:31:00,1,ירי רקטות וטילים,1,13186,,,31.513,34.452
עומר,18.05.2021,14:30:24,2021-05-18T14:30:00,1,ירי רקטות וטילים,1,13185,,,31.513,34.452
באר שבע - מערב,18.05.2021,14:30:24,2021-05-18T14:30:00,1,ירי רקטות וטילים,1,13184,,,31.513,34.452
מולדה,18.05.2021,14:30:19,2021-05-18T14:30:00,1,ירי רקטות וטילים,1,13183,,,31.513,34.452
 אל-סייד והפזורה,18.05.2021,14:30:19,2021-05-18T14:30:00,1,ירי רקטות וטילים,1,13183,,,31.513,34.452
אופקים,18.05.2021,14:30:19,2021-05-18T14:30:00,1,ירי רקטות וטילים,1,13182,,,31.513,34.452
באר שבע - צפון,18.05.2021,14:30:08,2021-05-18T14:30:00,1,ירי רקטות וטילים,1,13181,,,31.513,34.452
לקיה והפזורה,18.05.2021,14:30:03,2021-05-18T14:30:00,1,ירי רקטות וטילים,1,13180,,,31.513,34.452
נחל עוז,18.05.2021,14:21:06,2021-05-18T14:21:00,1,ירי רקטות וטילים,1,13179,,,31.513,34.452
שחר,18.05.2021,14:12:22,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13178,,,31.513,34.452
ניר ח''ן,18.05.2021,14:12:22,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13177,,,31.513,34.452
נהורה,18.05.2021,14:12:22,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13176,,,31.513,34.452
זוהר,18.05.2021,14:12:22,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13175,,,31.513,34.452
יד נתן,18.05.2021,14:12:12,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13174,,,31.513,34.452
כפר עזה,18.05.2021,14:12:07,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13173,,,31.513,34.452
רווחה,18.05.2021,14:12:02,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13172,,,31.513,34.452
קוממיות,18.05.2021,14:12:02,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13171,,,31.513,34.452
קריית גת,18.05.2021,14:12:02,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13170,,,31.513,34.452
 כרמי גת,18.05.2021,14:12:02,2021-05-18T14:12:00,1,ירי רקטות וטילים,1,13170,,,31.513,34.452
כרם שלום,18.05.2021,14:11:15,2021-05-18T14:11:00,1,ירי רקטות וטילים,1,13169,,,31.513,34.452
כיסופים,18.05.2021,14:07:16,2021-05-18T14:07:00,1,ירי רקטות וטילים,1,13168,,,31.513,34.452
אורים,18.05.2021,14:07:01,2021-05-18T14:07:00,1,ירי רקטות וטילים,1,13167,,,31.513,34.452
פטיש,18.05.2021,14:06:51,2021-05-18T14:07:00,1,ירי רקטות וטילים,1,13166,,,31.513,34.452
עין השלושה,18.05.2021,14:06:51,2021-05-18T14:07:00,1,ירי רקטות וטילים,1,13165,,,31.513,34.452
עין הבשור,18.05.2021,14:00:58,2021-05-18T14:01:00,1,ירי רקטות וטילים,1,13164,,,31.513,34.452
תלמי אליהו,18.05.2021,14:00:58,2021-05-18T14:01:00,1,ירי רקטות וטילים,1,13163,,,31.513,34.452
שדה ניצן,18.05.2021,14:00:58,2021-05-18T14:01:00,1,ירי רקטות וטילים,1,13162,,,31.513,34.452
צוחר ואוהד,18.05.2021,14:00:38,2021-05-18T14:01:00,1,ירי רקטות וטילים,1,13161,,,31.513,34.452
מבטחים עמיעוז ישע,18.05.2021,14:00:38,2021-05-18T14:01:00,1,ירי רקטות וטילים,1,13160,,,31.513,34.452
מפלסים,18.05.2021,13:27:03,2021-05-18T13:27:00,1,ירי רקטות וטילים,1,13159,,,31.513,34.452
שדה אברהם,18.05.2021,13:25:22,2021-05-18T13:25:00,1,ירי רקטות וטילים,1,13158,,,31.513,34.452
יתד,18.05.2021,13:25:22,2021-05-18T13:25:00,1,ירי רקטות וטילים,1,13157,,,31.513,34.452
חולית,18.05.2021,13:25:22,2021-05-18T13:25:00,1,ירי רקטות וטילים,1,13156,,,31.513,34.452
כיסופים,18.05.2021,13:24:30,2021-05-18T13:25:00,1,ירי רקטות וטילים,1,13155,,,31.513,34.452
כרם שלום,18.05.2021,13:17:14,2021-05-18T13:17:00,1,ירי רקטות וטילים,1,13154,,,31.513,34.452
זיקים,18.05.2021,13:15:48,2021-05-18T13:16:00,1,ירי רקטות וטילים,1,13153,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.05.2021,13:15:48,2021-05-18T13:16:00,1,ירי רקטות וטילים,1,13152,,,31.513,34.452
נתיב העשרה,18.05.2021,13:15:48,2021-05-18T13:16:00,1,ירי רקטות וטילים,1,13151,,,31.513,34.452
נירים,18.05.2021,13:03:50,2021-05-18T13:04:00,1,ירי רקטות וטילים,1,13150,,,31.513,34.452
נחל עוז,18.05.2021,13:03:45,2021-05-18T13:04:00,1,ירי רקטות וטילים,1,13149,,,31.513,34.452
כיסופים,18.05.2021,13:02:59,2021-05-18T13:03:00,1,ירי רקטות וטילים,1,13148,,,31.513,34.452
עין השלושה,18.05.2021,13:02:58,2021-05-18T13:03:00,1,ירי רקטות וטילים,1,13147,,,31.513,34.452
כפר עזה,18.05.2021,13:02:21,2021-05-18T13:02:00,1,ירי רקטות וטילים,1,13146,,,31.513,34.452
נירים,18.05.2021,13:02:05,2021-05-18T13:02:00,1,ירי רקטות וטילים,1,13145,,,31.513,34.452
נחל עוז,18.05.2021,13:01:39,2021-05-18T13:02:00,1,ירי רקטות וטילים,1,13144,,,31.513,34.452
נתיב העשרה,18.05.2021,13:00:02,2021-05-18T13:00:00,1,ירי רקטות וטילים,1,13143,,,31.513,34.452
כיסופים,18.05.2021,12:59:42,2021-05-18T13:00:00,1,ירי רקטות וטילים,1,13142,,,31.513,34.452
כרם שלום,18.05.2021,12:57:10,2021-05-18T12:57:00,1,ירי רקטות וטילים,1,13141,,,31.513,34.452
עין השלושה,18.05.2021,12:50:06,2021-05-18T12:50:00,1,ירי רקטות וטילים,1,13140,,,31.513,34.452
נירים,18.05.2021,12:50:06,2021-05-18T12:50:00,1,ירי רקטות וטילים,1,13139,,,31.513,34.452
נחל עוז,18.05.2021,12:49:50,2021-05-18T12:50:00,1,ירי רקטות וטילים,1,13138,,,31.513,34.452
כפר עזה,18.05.2021,12:49:50,2021-05-18T12:50:00,1,ירי רקטות וטילים,1,13137,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.05.2021,12:37:52,2021-05-18T12:38:00,1,ירי רקטות וטילים,1,13136,,,31.513,34.452
כיסופים,18.05.2021,12:37:37,2021-05-18T12:38:00,1,ירי רקטות וטילים,1,13135,,,31.513,34.452
נתיב העשרה,18.05.2021,12:37:22,2021-05-18T12:37:00,1,ירי רקטות וטילים,1,13134,,,31.513,34.452
זיקים,18.05.2021,12:37:22,2021-05-18T12:37:00,1,ירי רקטות וטילים,1,13133,,,31.513,34.452
נתיב העשרה,18.05.2021,12:36:15,2021-05-18T12:36:00,1,ירי רקטות וטילים,1,13132,,,31.513,34.452
זיקים,18.05.2021,12:36:15,2021-05-18T12:36:00,1,ירי רקטות וטילים,1,13131,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.05.2021,12:36:09,2021-05-18T12:36:00,1,ירי רקטות וטילים,1,13130,,,31.513,34.452
נתיב העשרה,18.05.2021,12:32:02,2021-05-18T12:32:00,1,ירי רקטות וטילים,1,13129,,,31.513,34.452
זיקים,18.05.2021,12:32:02,2021-05-18T12:32:00,1,ירי רקטות וטילים,1,13128,,,31.513,34.452
פטיש,18.05.2021,11:58:52,2021-05-18T11:59:00,1,ירי רקטות וטילים,1,13127,,,31.513,34.452
קרית חינוך מרחבים,18.05.2021,11:58:52,2021-05-18T11:59:00,1,ירי רקטות וטילים,1,13126,,,31.513,34.452
בטחה,18.05.2021,11:58:52,2021-05-18T11:59:00,1,ירי רקטות וטילים,1,13125,,,31.513,34.452
רנן,18.05.2021,11:58:52,2021-05-18T11:59:00,1,ירי רקטות וטילים,1,13124,,,31.513,34.452
פדויים,18.05.2021,11:58:52,2021-05-18T11:59:00,1,ירי רקטות וטילים,1,13123,,,31.513,34.452
מסלול,18.05.2021,11:58:52,2021-05-18T11:59:00,1,ירי רקטות וטילים,1,13122,,,31.513,34.452
אופקים,18.05.2021,11:58:52,2021-05-18T11:59:00,1,ירי רקטות וטילים,1,13121,,,31.513,34.452
עין השלושה,18.05.2021,06:15:12,2021-05-18T06:15:00,1,ירי רקטות וטילים,1,13120,,,31.513,34.452
נחל עוז,18.05.2021,06:04:39,2021-05-18T06:05:00,1,ירי רקטות וטילים,1,13119,,,31.513,34.452
תקומה,18.05.2021,05:32:31,2021-05-18T05:33:00,1,ירי רקטות וטילים,1,13118,,,31.513,34.452
תקומה וחוות יזרעם,18.05.2021,05:32:24,2021-05-18T05:32:00,1,ירי רקטות וטילים,1,13117,,,31.513,34.452
שוקדה,18.05.2021,05:32:16,2021-05-18T05:32:00,1,ירי רקטות וטילים,1,13116,,,31.513,34.452
כפר מימון ותושיה,18.05.2021,05:32:16,2021-05-18T05:32:00,1,ירי רקטות וטילים,1,13115,,,31.513,34.452
זמרת ושובה,18.05.2021,05:32:16,2021-05-18T05:32:00,1,ירי רקטות וטילים,1,13114,,,31.513,34.452
נתיבות,18.05.2021,05:32:16,2021-05-18T05:32:00,1,ירי רקטות וטילים,1,13113,,,31.513,34.452
חלץ,17.05.2021,23:14:46,2021-05-17T23:15:00,1,ירי רקטות וטילים,1,13112,,,31.513,34.452
משגב עם,17.05.2021,23:14:35,2021-05-17T23:15:00,1,ירי רקטות וטילים,1,13111,,,31.513,34.452
משען,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13110,,,31.513,34.452
הודיה,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13109,,,31.513,34.452
ברכיה,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13108,,,31.513,34.452
תלמי יפה,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13107,,,31.513,34.452
מבקיעים,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13106,,,31.513,34.452
גיאה,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13105,,,31.513,34.452
בת הדר,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13104,,,31.513,34.452
בית שקמה,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13103,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13102,,,31.513,34.452
אשקלון,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13101,,,31.513,34.452
אזור תעשייה צפוני אשקלון,17.05.2021,23:14:20,2021-05-17T23:14:00,1,ירי רקטות וטילים,1,13100,,,31.513,34.452
