https://www.mako.co.il/news-military/2021_q4/Article-d0f0c29fb8a0e71027.htm?partner=lobby,30.12.21
https://www.mako.co.il/news-military/2021_q4/Article-90b5a66c61a0e71026.htm?partner=lobby,30.12.21
https://www.mako.co.il/news-military/2021_q4/Article-6e61bc015870e71027.htm?partner=lobby,29.12.21
https://www.mako.co.il/news-military/2021_q4/Article-9390c6218cefd71026.htm,28.12.21
https://www.mako.co.il/news-military/2021_q4/Article-9672f124ac5fd71026.htm,26.12.21
https://www.mako.co.il/news-military/2021_q4/Article-71e5da090e0fd71027.htm?partner=lobby,25.12.21
https://www.mako.co.il/news-military/2021_q4/Article-172251c114aed71027.htm?partner=lobby,24.12.21
https://www.mako.co.il/news-military/2021_q4/Article-fedadc0c0ecdd71026.htm,21.12.21
https://www.mako.co.il/news-military/2021_q4/Article-ca1f1091930cd71027.htm,16.12.21
https://www.mako.co.il/news-military/2021_q4/Article-342d9b1b554bd71026.htm,13.12.21
https://www.mako.co.il/news-military/2021_q4/Article-44cd264fe41bd71026.htm,13.12.21
https://www.mako.co.il/news-military/2021_q4/Article-d69e58aa509ad71027.htm?partner=lobby,11.12.21
https://www.mako.co.il/news-military/2021_q4/Article-13fadc717d5ad71027.htm,10.12.21
https://www.mako.co.il/news-military/2021_q4/Article-2d7d8eb4e589d71026.htm,08.12.21
https://www.mako.co.il/news-military/2021_q4/Article-6b609c5dc029d71027.htm?partner=lobby,07.12.21
https://www.mako.co.il/news-military/2021_q4/Article-2dcc0dc2b5e8d71026.htm,06.12.21
https://www.mako.co.il/news-military/2021_q4/Article-dfe3b79c74c8d71026.htm,05.12.21
https://www.mako.co.il/news-military/2021_q4/Article-6284ca6420f4d71026.htm,24.11.21
https://www.mako.co.il/news-military/2021_q4/Article-3b3f16159f34d71027.htm,21.11.21
https://www.mako.co.il/news-military/2021_q4/Article-81683602eab2d71026.htm,17.11.21
https://www.mako.co.il/news-military/2021_q4/Article-453788fc8e72d71026.htm?partner=lobby,16.11.21
https://www.mako.co.il/news-military/2021_q4/Article-c9847c335c70d71027.htm,10.11.21
https://www.mako.co.il/news-military/2021_q4/Article-320e30aa6900d71026.htm?partner=lobby,08.11.21
https://www.mako.co.il/news-military/2021_q4/Article-697933ac12ffc71027.htm?partner=lobby,08.11.21
https://www.mako.co.il/news-military/2021_q4/Article-b3d354e57befc71027.htm?partner=lobby,08.11.21
https://www.mako.co.il/news-military/2021_q4/Article-49520eb8c67ec71026.htm,03.11.21
https://www.mako.co.il/news-military/2021_q4/Article-c00880e4b83ec71027.htm,03.11.21
https://www.mako.co.il/news-military/2021_q4/Article-7f699e525a0dc71026.htm,30.10.21
https://www.mako.co.il/news-military/2021_q4/Article-96921ab60eccc71026.htm,29.10.21
https://www.mako.co.il/news-military/2021_q4/Article-05089d3d356bc71026.htm,25.10.21
https://www.mako.co.il/news-military/2021_q4/Article-9087075fe8c9c71027.htm,20.10.21
https://www.mako.co.il/news-military/2021_q4/Article-767cb46c49c8c71026.htm?partner=lobby,17.10.21
https://www.mako.co.il/news-military/2021_q4/Article-69df645b9f87c71027.htm,15.10.21
https://www.mako.co.il/news-military/2021_q4/Article-e20094ba17b7c71026.htm,14.10.21
https://www.mako.co.il/news-military/2021_q4/Article-9e1178d2e116c71027.htm,09.10.21
https://www.mako.co.il/news-military/2021_q3/Article-87055096ff73c71027.htm,30.09.21
https://www.mako.co.il/news-military/2021_q3/Article-239c0f4af34bb71027.htm,02.10.21
https://www.mako.co.il/news-military/2021_q3/Article-f9a9bf9f1132c71026.htm,26.09.21
https://www.mako.co.il/news-military/2021_q3/Article-a6e4fdb81e2eb71027.htm,14.09.21
https://www.mako.co.il/news-military/2020_q1/Article-bfcb2f4a940eb71027.htm?partner=lobby,13.09.21
https://www.mako.co.il/news-military/2020_q1/Article-193086c3bcfdb71026.htm?partner=lobby,13.09.21
https://www.mako.co.il/news-military/2021_q3/Article-c496a39cfbddb71027.htm,13.09.21
https://www.mako.co.il/news-military/2021_q3/Article-fc281592b3cdb71027.htm,13.09.21
https://www.mako.co.il/news-military/2021_q3/Article-aa27e38341bdb71027.htm,12.09.21
https://www.mako.co.il/news-military/2021_q3/Article-d3548300506db71026.htm?partner=lobby,12.09.21
https://www.mako.co.il/news-military/2021_q3/Article-d797c381031db71027.htm,11.09.21
https://www.mako.co.il/news-military/2021_q3/Article-18a7e85d190db71027.htm,10.09.21
https://www.mako.co.il/news-military/2021_q3/Article-db4275ce38acb71026.htm?partner=lobby,09.09.21
https://www.mako.co.il/news-military/2021_q3/Article-b85a8a2fad6cb71026.htm,09.09.21
https://www.mako.co.il/news-military/2021_q3/Article-164c16d9b1fbb71027.htm,07.09.21
https://www.mako.co.il/news-military/2021_q3/Article-e696b0b1dbcbb71027.htm,07.09.21
https://www.mako.co.il/news-military/2021_q3/Article-1e3f7f4c241bb71027.htm,04.09.21
https://www.mako.co.il/news-military/2021_q3/Article-4a7212b5f1cab71026.htm,03.09.21
https://www.mako.co.il/news-military/2021_q3/Article-340eaef18daab71026.htm,03.09.21
https://www.mako.co.il/news-military/2021_q3/Article-f0e42af2d88ab71026.htm,03.09.21
https://www.mako.co.il/news-military/2021_q3/Article-8b5b999c79d8b71027.htm,29.08.21
https://www.mako.co.il/news-military/2021_q3/Article-d353662656e7b71027.htm?partner=lobby,25.08.21
https://www.mako.co.il/news-military/2021_q3/Article-c33eb3a2fd87b71026.htm,24.08.21
https://www.mako.co.il/news-military/2021_q3/Article-59a03c189a67b71027.htm,24.08.21
https://www.mako.co.il/news-military/2021_q3/Article-a01e474ed047b71027.htm,24.08.21
https://www.mako.co.il/news-military/2021_q3/Article-304c1f0f1b27b71026.htm,23.08.21
https://www.mako.co.il/news-military/2021_q3/Article-e278f06ddf17b71026.htm,23.08.21
https://www.mako.co.il/news-military/2021_q3/Article-d82dba84c006b71026.htm,19.08.21
https://www.mako.co.il/news-military/2021_q3/Article-3d97f3b19455b71026.htm,17.08.21
https://www.mako.co.il/news-military/2021_q3/Article-0af4a0002045b71027.htm,17.08.21
https://www.mako.co.il/news-military/2021_q3/Article-2ec7c65d38e4b71027.htm?partner=lobby,16.08.21
https://www.mako.co.il/news-military/2021_q3/Article-6c65c648cb12b71026.htm,07.08.21
https://www.mako.co.il/news-military/2021_q3/Article-a0c5a02369c1b71026.htm,07.08.21
https://www.mako.co.il/news-military/2021_q3/Article-2d48ba161ab1b71026.htm,06.08.21
https://www.mako.co.il/news-military/2021_q3/Article-0f1cdb259bb1b71027.htm,06.08.21
https://www.mako.co.il/news-military/2021_q3/Article-12ee26cf95b1b71026.htm?partner=lobby,06.08.21
https://www.mako.co.il/news-military/2021_q3/Article-68a72e5a92b1b71027.htm?partner=lobby,06.08.21
https://www.mako.co.il/news-military/2021_q3/Article-4e82cdaf8ca1b71027.htm?partner=lobby,06.08.21
https://www.mako.co.il/news-military/2021_q3/Article-16235ffd86a1b71027.htm?partner=lobby,06.08.21
https://www.mako.co.il/news-military/2021_q3/Article-3a2e13f96331b71026.htm,05.08.21
https://www.mako.co.il/news-military/2021_q3/Article-8eff18d82701b71027.htm,04.08.21
https://www.mako.co.il/news-military/2021_q3/Article-ffd076c34280b71026.htm?partner=lobby,02.08.21
https://www.mako.co.il/news-military/2021_q3/Article-3ff1db40809fa71027.htm?partner=lobby,30.07.21
https://www.mako.co.il/news-military/2021_q3/Article-9b3a64bef97ca71027.htm,21.07.21
https://www.mako.co.il/news-military/2021_q3/Article-62f68d3a4d4ca71026.htm,20.07.21
https://www.mako.co.il/news-military/2021_q3/Article-f9a44988d80ca71026.htm,20.07.21
