data,date,time,datetime,outLat,outLong,inLat,inLong
כרם שלום,29.12.2020,0:05,2020-12-29T00:06:00,,,31.513,34.452
אשקלון,25.12.2020,20:01,2020-12-25T20:01:00,,,31.513,34.452
מבקיעים,25.12.2020,20:01,2020-12-25T20:01:00,,,31.513,34.452
נתיב העשרה,25.12.2020,20:01,2020-12-25T20:01:00,,,31.513,34.452
כרמיה,25.12.2020,20:01,2020-12-25T20:01:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,25.12.2020,20:00,2020-12-25T20:01:00,,,31.513,34.452
זיקים,25.12.2020,20:00,2020-12-25T20:01:00,,,31.513,34.452
אשקלון,21.11.2020,21:36,2020-11-21T21:36:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,21.11.2020,21:36,2020-11-21T21:36:00,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,15.11.2020,2:07,2020-11-15T02:08:00,,,31.513,34.452
פלמחים,15.11.2020,2:07,2020-11-15T02:07:00,,,31.513,34.452
נתיב העשרה,22.10.2020,22:11,2020-10-22T22:11:00,,,31.513,34.452
יד מרדכי,22.10.2020,22:11,2020-10-22T22:11:00,,,31.513,34.452
כרמיה,22.10.2020,22:11,2020-10-22T22:11:00,,,31.513,34.452
מבקיעים,22.10.2020,22:10,2020-10-22T22:11:00,,,31.513,34.452
אזור תעשייה צפוני אשקלון,22.10.2020,22:10,2020-10-22T22:11:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,22.10.2020,22:10,2020-10-22T22:11:00,,,31.513,34.452
אשקלון,22.10.2020,22:10,2020-10-22T22:11:00,,,31.513,34.452
באר גנים,22.10.2020,22:10,2020-10-22T22:11:00,,,31.513,34.452
כפר עזה,20.10.2020,20:56,2020-10-20T20:56:00,,,31.513,34.452
סעד,20.10.2020,20:56,2020-10-20T20:56:00,,,31.513,34.452
נחל עוז,20.10.2020,20:56,2020-10-20T20:56:00,,,31.513,34.452
נתיב העשרה,16.10.2020,20:59,2020-10-16T21:00:00,,,31.513,34.452
כרם שלום,05.10.2020,20:19,2020-10-05T20:20:00,,,31.513,34.452
רעים,16.09.2020,5:09,2020-09-16T05:09:00,,,31.513,34.452
כיסופים,16.09.2020,5:08,2020-09-16T05:09:00,,,31.513,34.452
כיסופים,16.09.2020,5:01,2020-09-16T05:02:00,,,31.513,34.452
עין השלושה,16.09.2020,5:01,2020-09-16T05:02:00,,,31.513,34.452
נירים,16.09.2020,5:01,2020-09-16T05:02:00,,,31.513,34.452
מפלסים,16.09.2020,4:53,2020-09-16T04:54:00,,,31.513,34.452
ניר עם,16.09.2020,4:53,2020-09-16T04:54:00,,,31.513,34.452
מטווח ניר עם,16.09.2020,4:53,2020-09-16T04:54:00,,,31.513,34.452
שדרות,16.09.2020,4:53,2020-09-16T04:54:00,,,31.513,34.452
 איבים,16.09.2020,4:53,2020-09-16T04:54:00,,,31.513,34.452
גבים,16.09.2020,4:53,2020-09-16T04:54:00,,,31.513,34.452
 מכללת ספיר,16.09.2020,4:53,2020-09-16T04:54:00,,,31.513,34.452
ניר משה,16.09.2020,4:53,2020-09-16T04:54:00,,,31.513,34.452
שדרות,16.09.2020,4:38,2020-09-16T04:39:00,,,31.513,34.452
 איבים,16.09.2020,4:38,2020-09-16T04:39:00,,,31.513,34.452
מטווח ניר עם,16.09.2020,4:38,2020-09-16T04:39:00,,,31.513,34.452
מפלסים,16.09.2020,4:38,2020-09-16T04:39:00,,,31.513,34.452
ניר עם,16.09.2020,4:38,2020-09-16T04:39:00,,,31.513,34.452
גבים,16.09.2020,4:38,2020-09-16T04:39:00,,,31.513,34.452
 מכללת ספיר,16.09.2020,4:38,2020-09-16T04:39:00,,,31.513,34.452
שדרות,16.09.2020,4:31,2020-09-16T04:31:00,,,31.513,34.452
 איבים,16.09.2020,4:31,2020-09-16T04:31:00,,,31.513,34.452
גבים,16.09.2020,4:31,2020-09-16T04:31:00,,,31.513,34.452
 מכללת ספיר,16.09.2020,4:31,2020-09-16T04:31:00,,,31.513,34.452
ניר עם,16.09.2020,4:31,2020-09-16T04:31:00,,,31.513,34.452
אשדוד - יא,15.09.2020,20:14,2020-09-15T20:14:00,,,31.513,34.452
מרינה,15.09.2020,20:14,2020-09-15T20:14:00,,,31.513,34.452
אשדוד - א,15.09.2020,20:14,2020-09-15T20:14:00,,,31.513,34.452
אשדוד - ח,15.09.2020,20:14,2020-09-15T20:14:00,,,31.513,34.452
אשדוד - אזור תעשייה צפוני ונ,15.09.2020,20:14,2020-09-15T20:14:00,,,31.513,34.452
אשדוד - ג,15.09.2020,20:14,2020-09-15T20:14:00,,,31.513,34.452
אשקלון,15.09.2020,20:13,2020-09-15T20:14:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,15.09.2020,20:13,2020-09-15T20:14:00,,,31.513,34.452
נתיב העשרה,11.09.2020,13:58,2020-09-11T13:59:00,,,31.513,34.452
עלומים,28.08.2020,5:07,2020-08-28T05:07:00,,,31.513,34.452
נחל עוז,28.08.2020,5:07,2020-08-28T05:07:00,,,31.513,34.452
שדרות,22.08.2020,19:13,2020-08-22T19:14:00,,,31.513,34.452
 איבים,22.08.2020,19:13,2020-08-22T19:14:00,,,31.513,34.452
מטווח ניר עם,21.08.2020,21:28,2020-08-21T21:28:00,,,31.513,34.452
ניר עם,21.08.2020,21:28,2020-08-21T21:28:00,,,31.513,34.452
ארז,21.08.2020,21:28,2020-08-21T21:28:00,,,31.513,34.452
שדרות,21.08.2020,21:27,2020-08-21T21:28:00,,,31.513,34.452
 איבים,21.08.2020,21:27,2020-08-21T21:28:00,,,31.513,34.452
ניר עם,21.08.2020,2:31,2020-08-21T02:32:00,,,31.513,34.452
כיסופים,20.08.2020,23:29,2020-08-20T23:30:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,18.08.2020,20:52,2020-08-18T20:53:00,,,31.513,34.452
אזור תעשייה צפוני אשקלון,18.08.2020,20:52,2020-08-18T20:53:00,,,31.513,34.452
זיקים,18.08.2020,20:52,2020-08-18T20:53:00,,,31.513,34.452
אשקלון,18.08.2020,20:52,2020-08-18T20:53:00,,,31.513,34.452
שדרות,16.08.2020,0:58,2020-08-16T00:59:00,,,31.513,34.452
 איבים,16.08.2020,0:58,2020-08-16T00:59:00,,,31.513,34.452
מתת,07.08.2020,8:35,2020-08-07T08:36:00,,,31.513,34.452
סאסא,07.08.2020,8:35,2020-08-07T08:36:00,,,31.513,34.452
דוב''ב,07.08.2020,8:35,2020-08-07T08:36:00,,,31.513,34.452
צבעון,07.08.2020,8:35,2020-08-07T08:35:00,,,31.513,34.452
אבירים,07.08.2020,8:35,2020-08-07T08:35:00,,,31.513,34.452
אלקוש,07.08.2020,8:35,2020-08-07T08:35:00,,,31.513,34.452
צוריאל,07.08.2020,8:35,2020-08-07T08:35:00,,,31.513,34.452
פסוטה,07.08.2020,8:35,2020-08-07T08:35:00,,,31.513,34.452
נטועה,07.08.2020,8:35,2020-08-07T08:35:00,,,31.513,34.452
בית ספר שדה מירון,07.08.2020,8:35,2020-08-07T08:35:00,,,31.513,34.452
פקיעין,07.08.2020,8:35,2020-08-07T08:35:00,,,31.513,34.452
חורפיש,07.08.2020,8:35,2020-08-07T08:35:00,,,31.513,34.452
שדרות,02.08.2020,20:59,2020-08-02T20:59:00,,,31.513,34.452
 איבים,02.08.2020,20:59,2020-08-02T20:59:00,,,31.513,34.452
אור הנר,02.08.2020,20:59,2020-08-02T20:59:00,,,31.513,34.452
ארז,02.08.2020,20:59,2020-08-02T20:59:00,,,31.513,34.452
ניר עם,02.08.2020,20:59,2020-08-02T20:59:00,,,31.513,34.452
ניר עם,05.07.2020,20:10,2020-07-05T20:10:00,,,31.513,34.452
מטווח ניר עם,05.07.2020,20:10,2020-07-05T20:10:00,,,31.513,34.452
כפר עזה,05.07.2020,20:10,2020-07-05T20:10:00,,,31.513,34.452
מפלסים,05.07.2020,20:09,2020-07-05T20:10:00,,,31.513,34.452
כפר מימון ותושיה,05.07.2020,19:10,2020-07-05T19:11:00,,,31.513,34.452
עלומים,05.07.2020,19:10,2020-07-05T19:11:00,,,31.513,34.452
גבים,26.06.2020,20:59,2020-06-26T20:59:00,,,31.513,34.452
 מכללת ספיר,26.06.2020,20:59,2020-06-26T20:59:00,,,31.513,34.452
מטווח ניר עם,26.06.2020,20:59,2020-06-26T20:59:00,,,31.513,34.452
סעד,26.05.2020,11:42,2020-05-26T11:42:00,,,31.513,34.452
כפר עזה,26.05.2020,11:42,2020-05-26T11:42:00,,,31.513,34.452
זמרת ושובה,26.05.2020,11:42,2020-05-26T11:42:00,,,31.513,34.452
אור הנר,27.03.2020,21:08,2020-03-27T21:08:00,,,31.513,34.452
שדרות,27.03.2020,21:08,2020-03-27T21:08:00,,,31.513,34.452
 איבים,27.03.2020,21:08,2020-03-27T21:08:00,,,31.513,34.452
רעים,12.03.2020,19:37,2020-03-12T19:38:00,,,31.513,34.452
נחל עוז,24.02.2020,23:03,2020-02-24T23:03:00,,,31.513,34.452
נתיב העשרה,24.02.2020,22:22,2020-02-24T22:23:00,,,31.513,34.452
מטווח ניר עם,24.02.2020,22:22,2020-02-24T22:22:00,,,31.513,34.452
ארז,24.02.2020,22:22,2020-02-24T22:22:00,,,31.513,34.452
ניר עם,24.02.2020,22:22,2020-02-24T22:22:00,,,31.513,34.452
שדרות,24.02.2020,22:22,2020-02-24T22:22:00,,,31.513,34.452
 איבים,24.02.2020,22:22,2020-02-24T22:22:00,,,31.513,34.452
נירים,24.02.2020,21:54,2020-02-24T21:55:00,,,31.513,34.452
כיסופים,24.02.2020,21:54,2020-02-24T21:55:00,,,31.513,34.452
עין השלושה,24.02.2020,21:54,2020-02-24T21:55:00,,,31.513,34.452
עין השלושה,24.02.2020,21:54,2020-02-24T21:54:00,,,31.513,34.452
עין השלושה,24.02.2020,21:21,2020-02-24T21:22:00,,,31.513,34.452
שוקדה,24.02.2020,20:16,2020-02-24T20:17:00,,,31.513,34.452
כפר מימון ותושיה,24.02.2020,20:16,2020-02-24T20:17:00,,,31.513,34.452
עלומים,24.02.2020,20:16,2020-02-24T20:17:00,,,31.513,34.452
בארי,24.02.2020,20:16,2020-02-24T20:17:00,,,31.513,34.452
זמרת ושובה,24.02.2020,20:16,2020-02-24T20:17:00,,,31.513,34.452
כיסופים,24.02.2020,20:03,2020-02-24T20:03:00,,,31.513,34.452
נתיב העשרה,24.02.2020,18:28,2020-02-24T18:29:00,,,31.513,34.452
כיסופים,24.02.2020,18:04,2020-02-24T18:05:00,,,31.513,34.452
נירים,24.02.2020,17:42,2020-02-24T17:43:00,,,31.513,34.452
נירים,24.02.2020,17:42,2020-02-24T17:43:00,,,31.513,34.452
נירים,24.02.2020,17:28,2020-02-24T17:28:00,,,31.513,34.452
עין השלושה,24.02.2020,17:27,2020-02-24T17:28:00,,,31.513,34.452
נירים,24.02.2020,17:27,2020-02-24T17:28:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,24.02.2020,17:17,2020-02-24T17:18:00,,,31.513,34.452
אשקלון,24.02.2020,17:17,2020-02-24T17:18:00,,,31.513,34.452
מבקיעים,24.02.2020,17:17,2020-02-24T17:18:00,,,31.513,34.452
יד מרדכי,24.02.2020,17:17,2020-02-24T17:17:00,,,31.513,34.452
נתיב העשרה,24.02.2020,17:17,2020-02-24T17:17:00,,,31.513,34.452
זיקים,24.02.2020,17:17,2020-02-24T17:17:00,,,31.513,34.452
כרמיה,24.02.2020,17:17,2020-02-24T17:17:00,,,31.513,34.452
אשקלון,24.02.2020,17:17,2020-02-24T17:17:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,24.02.2020,17:17,2020-02-24T17:17:00,,,31.513,34.452
נירים,24.02.2020,17:03,2020-02-24T17:04:00,,,31.513,34.452
עין השלושה,24.02.2020,17:03,2020-02-24T17:04:00,,,31.513,34.452
עין השלושה,24.02.2020,17:02,2020-02-24T17:02:00,,,31.513,34.452
נירים,24.02.2020,17:02,2020-02-24T17:02:00,,,31.513,34.452
ארז,24.02.2020,16:51,2020-02-24T16:51:00,,,31.513,34.452
שדרות,24.02.2020,16:50,2020-02-24T16:51:00,,,31.513,34.452
 איבים,24.02.2020,16:50,2020-02-24T16:51:00,,,31.513,34.452
מבקיעים,24.02.2020,16:23,2020-02-24T16:23:00,,,31.513,34.452
כרמיה,24.02.2020,16:23,2020-02-24T16:23:00,,,31.513,34.452
יד מרדכי,24.02.2020,16:23,2020-02-24T16:23:00,,,31.513,34.452
זיקים,24.02.2020,16:23,2020-02-24T16:23:00,,,31.513,34.452
נתיב העשרה,24.02.2020,16:23,2020-02-24T16:23:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,24.02.2020,16:23,2020-02-24T16:23:00,,,31.513,34.452
אשקלון,24.02.2020,16:23,2020-02-24T16:23:00,,,31.513,34.452
אשקלון,24.02.2020,16:21,2020-02-24T16:22:00,,,31.513,34.452
כרמיה,24.02.2020,16:21,2020-02-24T16:21:00,,,31.513,34.452
מבקיעים,24.02.2020,16:21,2020-02-24T16:21:00,,,31.513,34.452
זיקים,24.02.2020,16:21,2020-02-24T16:21:00,,,31.513,34.452
אזור תעשייה צפוני אשקלון,24.02.2020,16:21,2020-02-24T16:21:00,,,31.513,34.452
אשקלון,24.02.2020,16:21,2020-02-24T16:21:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,24.02.2020,16:20,2020-02-24T16:21:00,,,31.513,34.452
זיקים,24.02.2020,16:20,2020-02-24T16:21:00,,,31.513,34.452
נתיב העשרה,24.02.2020,16:20,2020-02-24T16:21:00,,,31.513,34.452
כרמיה,24.02.2020,16:20,2020-02-24T16:21:00,,,31.513,34.452
בארי,24.02.2020,16:08,2020-02-24T16:09:00,,,31.513,34.452
כפר מימון ותושיה,24.02.2020,16:08,2020-02-24T16:09:00,,,31.513,34.452
שוקדה,24.02.2020,16:08,2020-02-24T16:09:00,,,31.513,34.452
עלומים,24.02.2020,16:08,2020-02-24T16:09:00,,,31.513,34.452
זמרת ושובה,24.02.2020,16:08,2020-02-24T16:09:00,,,31.513,34.452
ברוש,24.02.2020,16:08,2020-02-24T16:08:00,,,31.513,34.452
תאשור,24.02.2020,16:08,2020-02-24T16:08:00,,,31.513,34.452
תדהר,24.02.2020,16:08,2020-02-24T16:08:00,,,31.513,34.452
שיבולים,24.02.2020,16:08,2020-02-24T16:08:00,,,31.513,34.452
מעגלים גבעולים מלילות,24.02.2020,16:08,2020-02-24T16:08:00,,,31.513,34.452
שרשרת,24.02.2020,16:08,2020-02-24T16:08:00,,,31.513,34.452
נתיבות,24.02.2020,16:08,2020-02-24T16:08:00,,,31.513,34.452
בית הגדי,24.02.2020,16:08,2020-02-24T16:08:00,,,31.513,34.452
סופה,24.02.2020,16:02,2020-02-24T16:03:00,,,31.513,34.452
פרי גן,24.02.2020,16:02,2020-02-24T16:03:00,,,31.513,34.452
סופה,24.02.2020,16:02,2020-02-24T16:02:00,,,31.513,34.452
חולית,24.02.2020,16:02,2020-02-24T16:02:00,,,31.513,34.452
פרי גן,24.02.2020,15:57,2020-02-24T15:57:00,,,31.513,34.452
ניר יצחק,24.02.2020,15:57,2020-02-24T15:57:00,,,31.513,34.452
סופה,24.02.2020,15:57,2020-02-24T15:57:00,,,31.513,34.452
חולית,24.02.2020,15:57,2020-02-24T15:57:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,24.02.2020,15:08,2020-02-24T15:09:00,,,31.513,34.452
נתיב העשרה,24.02.2020,12:43,2020-02-24T12:44:00,,,31.513,34.452
גבים,24.02.2020,12:33,2020-02-24T12:33:00,,,31.513,34.452
 מכללת ספיר,24.02.2020,12:33,2020-02-24T12:33:00,,,31.513,34.452
שדרות,24.02.2020,12:32,2020-02-24T12:33:00,,,31.513,34.452
 איבים,24.02.2020,12:32,2020-02-24T12:33:00,,,31.513,34.452
ניר עם,24.02.2020,12:32,2020-02-24T12:33:00,,,31.513,34.452
שדרות,24.02.2020,12:03,2020-02-24T12:03:00,,,31.513,34.452
 איבים,24.02.2020,12:03,2020-02-24T12:03:00,,,31.513,34.452
מפלסים,24.02.2020,12:03,2020-02-24T12:03:00,,,31.513,34.452
מטווח ניר עם,24.02.2020,12:03,2020-02-24T12:03:00,,,31.513,34.452
גבים,24.02.2020,12:03,2020-02-24T12:03:00,,,31.513,34.452
 מכללת ספיר,24.02.2020,12:03,2020-02-24T12:03:00,,,31.513,34.452
ניר עם,24.02.2020,12:02,2020-02-24T12:03:00,,,31.513,34.452
שדרות,24.02.2020,12:02,2020-02-24T12:03:00,,,31.513,34.452
 איבים,24.02.2020,12:02,2020-02-24T12:03:00,,,31.513,34.452
גבים,23.02.2020,22:42,2020-02-23T22:42:00,,,31.513,34.452
 מכללת ספיר,23.02.2020,22:42,2020-02-23T22:42:00,,,31.513,34.452
ניר עם,23.02.2020,22:42,2020-02-23T22:42:00,,,31.513,34.452
שדרות,23.02.2020,22:41,2020-02-23T22:42:00,,,31.513,34.452
 איבים,23.02.2020,22:41,2020-02-23T22:42:00,,,31.513,34.452
מפלסים,23.02.2020,22:41,2020-02-23T22:42:00,,,31.513,34.452
שדרות,23.02.2020,22:41,2020-02-23T22:42:00,,,31.513,34.452
 איבים,23.02.2020,22:41,2020-02-23T22:42:00,,,31.513,34.452
מטווח ניר עם,23.02.2020,22:41,2020-02-23T22:42:00,,,31.513,34.452
גבים,23.02.2020,22:41,2020-02-23T22:42:00,,,31.513,34.452
 מכללת ספיר,23.02.2020,22:41,2020-02-23T22:42:00,,,31.513,34.452
ניר עם,23.02.2020,22:41,2020-02-23T22:42:00,,,31.513,34.452
גבים,23.02.2020,22:15,2020-02-23T22:16:00,,,31.513,34.452
 מכללת ספיר,23.02.2020,22:15,2020-02-23T22:16:00,,,31.513,34.452
שדרות,23.02.2020,22:15,2020-02-23T22:16:00,,,31.513,34.452
 איבים,23.02.2020,22:15,2020-02-23T22:16:00,,,31.513,34.452
שדרות,23.02.2020,22:15,2020-02-23T22:15:00,,,31.513,34.452
 איבים,23.02.2020,22:15,2020-02-23T22:15:00,,,31.513,34.452
גבים,23.02.2020,22:15,2020-02-23T22:15:00,,,31.513,34.452
 מכללת ספיר,23.02.2020,22:15,2020-02-23T22:15:00,,,31.513,34.452
מטווח ניר עם,23.02.2020,22:15,2020-02-23T22:15:00,,,31.513,34.452
מפלסים,23.02.2020,22:15,2020-02-23T22:15:00,,,31.513,34.452
ניר עם,23.02.2020,22:15,2020-02-23T22:15:00,,,31.513,34.452
סעד,23.02.2020,22:11,2020-02-23T22:12:00,,,31.513,34.452
נחל עוז,23.02.2020,21:17,2020-02-23T21:18:00,,,31.513,34.452
ניר עם,23.02.2020,21:02,2020-02-23T21:02:00,,,31.513,34.452
גבים,23.02.2020,21:02,2020-02-23T21:02:00,,,31.513,34.452
 מכללת ספיר,23.02.2020,21:02,2020-02-23T21:02:00,,,31.513,34.452
מטווח ניר עם,23.02.2020,21:02,2020-02-23T21:02:00,,,31.513,34.452
שדרות,23.02.2020,21:02,2020-02-23T21:02:00,,,31.513,34.452
 איבים,23.02.2020,21:02,2020-02-23T21:02:00,,,31.513,34.452
כיסופים,23.02.2020,20:03,2020-02-23T20:04:00,,,31.513,34.452
אשקלון,23.02.2020,19:55,2020-02-23T19:55:00,,,31.513,34.452
אזור תעשייה צפוני אשקלון,23.02.2020,19:55,2020-02-23T19:55:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,23.02.2020,19:54,2020-02-23T19:55:00,,,31.513,34.452
אשקלון,23.02.2020,19:54,2020-02-23T19:54:00,,,31.513,34.452
גבים,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
 מכללת ספיר,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
שדרות,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
 איבים,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
ניר עם,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
ארז,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
בת הדר,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
ניר יצחק,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
זיקים,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
גבים,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
 מכללת ספיר,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
שדרות,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
 איבים,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
מטווח ניר עם,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
מבקיעים,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
כרמיה,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
נתיב העשרה,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
ניר עם,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
מפלסים,23.02.2020,17:44,2020-02-23T17:44:00,,,31.513,34.452
סופה,23.02.2020,17:43,2020-02-23T17:44:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,23.02.2020,17:43,2020-02-23T17:44:00,,,31.513,34.452
אשקלון,23.02.2020,17:43,2020-02-23T17:44:00,,,31.513,34.452
כרם שלום,23.02.2020,17:41,2020-02-23T17:42:00,,,31.513,34.452
כיסופים,23.02.2020,17:39,2020-02-23T17:40:00,,,31.513,34.452
כרמיה,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
זיקים,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
יד מרדכי,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
נתיב העשרה,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
אזור תעשייה צפוני אשקלון,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
בית שקמה,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
אשקלון,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
גיאה,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
מבקיעים,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
הודיה,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
משען,23.02.2020,17:34,2020-02-23T17:35:00,,,31.513,34.452
כיסופים,15.02.2020,20:12,2020-02-15T20:12:00,,,31.513,34.452
ניר עם,09.02.2020,20:29,2020-02-09T20:30:00,,,31.513,34.452
שדרות,09.02.2020,20:29,2020-02-09T20:30:00,,,31.513,34.452
 איבים,09.02.2020,20:29,2020-02-09T20:30:00,,,31.513,34.452
יתד,06.02.2020,9:13,2020-02-06T09:14:00,,,31.513,34.452
עלומים,05.02.2020,0:14,2020-02-05T00:14:00,,,31.513,34.452
נתיבות,05.02.2020,0:14,2020-02-05T00:14:00,,,31.513,34.452
שרשרת,05.02.2020,0:14,2020-02-05T00:14:00,,,31.513,34.452
עלומים,01.02.2020,21:12,2020-02-01T21:12:00,,,31.513,34.452
נחל עוז,01.02.2020,21:12,2020-02-01T21:12:00,,,31.513,34.452
סופה,31.01.2020,22:42,2020-01-31T22:43:00,,,31.513,34.452
ניר יצחק,31.01.2020,22:42,2020-01-31T22:43:00,,,31.513,34.452
גבים,31.01.2020,20:22,2020-01-31T20:22:00,,,31.513,34.452
 מכללת ספיר,31.01.2020,20:22,2020-01-31T20:22:00,,,31.513,34.452
אור הנר,31.01.2020,20:22,2020-01-31T20:22:00,,,31.513,34.452
שדרות,31.01.2020,20:22,2020-01-31T20:22:00,,,31.513,34.452
 איבים,31.01.2020,20:22,2020-01-31T20:22:00,,,31.513,34.452
ניר עם,31.01.2020,20:22,2020-01-31T20:22:00,,,31.513,34.452
ארז,31.01.2020,20:22,2020-01-31T20:22:00,,,31.513,34.452
שדרות,31.01.2020,20:21,2020-01-31T20:22:00,,,31.513,34.452
 איבים,31.01.2020,20:21,2020-01-31T20:22:00,,,31.513,34.452
גבים,30.01.2020,23:28,2020-01-30T23:28:00,,,31.513,34.452
 מכללת ספיר,30.01.2020,23:28,2020-01-30T23:28:00,,,31.513,34.452
ניר עם,30.01.2020,23:28,2020-01-30T23:28:00,,,31.513,34.452
שדרות,30.01.2020,23:28,2020-01-30T23:28:00,,,31.513,34.452
 איבים,30.01.2020,23:28,2020-01-30T23:28:00,,,31.513,34.452
יד מרדכי,30.01.2020,13:07,2020-01-30T13:07:00,,,31.513,34.452
כיסופים,29.01.2020,21:11,2020-01-29T21:11:00,,,31.513,34.452
מטווח ניר עם,23.01.2020,20:15,2020-01-23T20:15:00,,,31.513,34.452
נחל עוז,15.01.2020,15:25,2020-01-15T15:25:00,,,31.513,34.452
כפר עזה,15.01.2020,15:25,2020-01-15T15:25:00,,,31.513,34.452
סעד,15.01.2020,15:25,2020-01-15T15:25:00,,,31.513,34.452
נחל עוז,15.01.2020,15:24,2020-01-15T15:25:00,,,31.513,34.452
סעד,15.01.2020,15:24,2020-01-15T15:24:00,,,31.513,34.452
נחל עוז,15.01.2020,15:24,2020-01-15T15:24:00,,,31.513,34.452
נחל עוז,12.01.2020,12:19,2020-01-12T12:19:00,,,31.513,34.452
ניר ישראל,25.12.2019,21:03,2019-12-25T21:03:00,,,31.513,34.452
אשקלון,25.12.2019,21:03,2019-12-25T21:03:00,,,31.513,34.452
הודיה,25.12.2019,21:03,2019-12-25T21:03:00,,,31.513,34.452
באר גנים,25.12.2019,21:03,2019-12-25T21:03:00,,,31.513,34.452
ברכיה,25.12.2019,21:03,2019-12-25T21:03:00,,,31.513,34.452
ניצנים,25.12.2019,21:03,2019-12-25T21:03:00,,,31.513,34.452
אמונים,25.12.2019,21:02,2019-12-25T21:03:00,,,31.513,34.452
שדה עוזיהו,25.12.2019,21:02,2019-12-25T21:03:00,,,31.513,34.452
עזריקם,25.12.2019,21:02,2019-12-25T21:03:00,,,31.513,34.452
כפר עזה,19.12.2019,19:49,2019-12-19T19:49:00,,,31.513,34.452
שדרות,19.12.2019,2:34,2019-12-19T02:35:00,,,31.513,34.452
 איבים,19.12.2019,2:34,2019-12-19T02:35:00,,,31.513,34.452
ברור חיל,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
שדרות,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
 איבים,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
מטווח ניר עם,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
ארז,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
ניר עם,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
גבים,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
 מכללת ספיר,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
מפלסים,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
אור הנר,07.12.2019,20:54,2019-12-07T20:54:00,,,31.513,34.452
כרמיה,29.11.2019,23:02,2019-11-29T23:02:00,,,31.513,34.452
אשקלון,29.11.2019,23:02,2019-11-29T23:02:00,,,31.513,34.452
נתיב העשרה,29.11.2019,23:02,2019-11-29T23:02:00,,,31.513,34.452
זיקים,29.11.2019,23:02,2019-11-29T23:02:00,,,31.513,34.452
אזור תעשייה הדרומי אשקלון,29.11.2019,23:02,2019-11-29T23:02:00,,,31.513,34.452
רעים,29.11.2019,20:51,2019-11-29T20:52:00,,,31.513,34.452
עין קנייא,19.11.2019,4:52,2019-11-19T04:53:00,,,31.513,34.452
