data,date,time,datetime,outLat,outLong,inLat,inLong
עוטף עזה 236,13.11.2018,4:06,2018-11-13T04:07:00,,,31.513,34.452
עוטף עזה 231,13.11.2018,1:37,2018-11-13T01:38:00,,,31.513,34.452
עוטף עזה 220,13.11.2018,1:31,2018-11-13T01:32:00,,,31.513,34.452
עוטף עזה 220,13.11.2018,1:31,2018-11-13T01:32:00,,,31.513,34.452
עוטף עזה 221,13.11.2018,1:31,2018-11-13T01:32:00,,,31.513,34.452
עוטף עזה 231,13.11.2018,1:25,2018-11-13T01:26:00,,,31.513,34.452
עוטף עזה 218,13.11.2018,0:49,2018-11-13T00:50:00,,,31.513,34.452
לכיש,13.11.2018,0:49,2018-11-13T00:50:00,,,31.513,34.452
עוטף עזה 217,13.11.2018,0:49,2018-11-13T00:50:00,,,31.513,34.452
לכיש,13.11.2018,0:49,2018-11-13T00:50:00,,,31.513,34.452
מרכז הנגב,13.11.2018,0:20,2018-11-13T00:21:00,,,31.513,34.452
 עוטף עזה 238,13.11.2018,0:20,2018-11-13T00:21:00,,,31.513,34.452
עוטף עזה 236,13.11.2018,0:20,2018-11-13T00:21:00,,,31.513,34.452
עוטף עזה 230,13.11.2018,0:00,2018-11-13T00:00:00,,,31.513,34.452
לכיש,12.11.2018,23:51,2018-11-12T23:51:00,,,31.513,34.452
לכיש,12.11.2018,23:51,2018-11-12T23:51:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,23:50,2018-11-12T23:51:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,23:50,2018-11-12T23:51:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,23:50,2018-11-12T23:51:00,,,31.513,34.452
לכיש,12.11.2018,23:50,2018-11-12T23:51:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,23:50,2018-11-12T23:51:00,,,31.513,34.452
לכיש,12.11.2018,23:50,2018-11-12T23:50:00,,,31.513,34.452
לכיש,12.11.2018,23:50,2018-11-12T23:50:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,23:45,2018-11-12T23:46:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,23:45,2018-11-12T23:46:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,23:09,2018-11-12T23:10:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,23:09,2018-11-12T23:09:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,22:49,2018-11-12T22:49:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,22:49,2018-11-12T22:49:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,22:49,2018-11-12T22:49:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,22:47,2018-11-12T22:48:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,22:47,2018-11-12T22:48:00,,,31.513,34.452
עוטף עזה 219,12.11.2018,22:47,2018-11-12T22:48:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,22:47,2018-11-12T22:47:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,22:40,2018-11-12T22:40:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,22:34,2018-11-12T22:34:00,,,31.513,34.452
עוטף עזה 228,12.11.2018,22:34,2018-11-12T22:34:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,22:33,2018-11-12T22:33:00,,,31.513,34.452
מרכז הנגב,12.11.2018,22:33,2018-11-12T22:33:00,,,31.513,34.452
 עוטף עזה 234,12.11.2018,22:33,2018-11-12T22:33:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,22:33,2018-11-12T22:33:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,22:32,2018-11-12T22:33:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,22:32,2018-11-12T22:33:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,22:32,2018-11-12T22:32:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,22:19,2018-11-12T22:19:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,22:19,2018-11-12T22:19:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,22:13,2018-11-12T22:14:00,,,31.513,34.452
מרכז הנגב,12.11.2018,22:04,2018-11-12T22:05:00,,,31.513,34.452
 עוטף עזה 238,12.11.2018,22:04,2018-11-12T22:05:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,22:04,2018-11-12T22:05:00,,,31.513,34.452
לכיש,12.11.2018,21:53,2018-11-12T21:54:00,,,31.513,34.452
לכיש,12.11.2018,21:53,2018-11-12T21:53:00,,,31.513,34.452
לכיש,12.11.2018,21:53,2018-11-12T21:53:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,21:53,2018-11-12T21:53:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,21:46,2018-11-12T21:46:00,,,31.513,34.452
לכיש,12.11.2018,21:46,2018-11-12T21:46:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,21:46,2018-11-12T21:46:00,,,31.513,34.452
לכיש,12.11.2018,21:46,2018-11-12T21:46:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,21:46,2018-11-12T21:46:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,21:37,2018-11-12T21:38:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,21:37,2018-11-12T21:37:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,21:34,2018-11-12T21:34:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,21:34,2018-11-12T21:34:00,,,31.513,34.452
עוטף עזה 232,12.11.2018,21:32,2018-11-12T21:33:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,21:32,2018-11-12T21:33:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,21:32,2018-11-12T21:32:00,,,31.513,34.452
עוטף עזה 232,12.11.2018,21:32,2018-11-12T21:32:00,,,31.513,34.452
עוטף עזה 232,12.11.2018,21:31,2018-11-12T21:32:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,21:31,2018-11-12T21:32:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,21:30,2018-11-12T21:31:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,21:30,2018-11-12T21:31:00,,,31.513,34.452
לכיש,12.11.2018,21:30,2018-11-12T21:31:00,,,31.513,34.452
לכיש,12.11.2018,21:30,2018-11-12T21:31:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,21:30,2018-11-12T21:30:00,,,31.513,34.452
עוטף עזה 219,12.11.2018,21:30,2018-11-12T21:30:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,21:20,2018-11-12T21:21:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,20:53,2018-11-12T20:53:00,,,31.513,34.452
עוטף עזה 222,12.11.2018,20:47,2018-11-12T20:48:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,20:47,2018-11-12T20:48:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,20:32,2018-11-12T20:33:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,20:32,2018-11-12T20:33:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,20:27,2018-11-12T20:28:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,20:27,2018-11-12T20:28:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,20:27,2018-11-12T20:27:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,20:15,2018-11-12T20:16:00,,,31.513,34.452
עוטף עזה 232,12.11.2018,20:15,2018-11-12T20:16:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,20:15,2018-11-12T20:16:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,20:09,2018-11-12T20:10:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,20:09,2018-11-12T20:09:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,20:06,2018-11-12T20:06:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,19:57,2018-11-12T19:58:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,19:57,2018-11-12T19:58:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,19:57,2018-11-12T19:58:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,19:55,2018-11-12T19:56:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,19:55,2018-11-12T19:56:00,,,31.513,34.452
מרכז הנגב,12.11.2018,19:53,2018-11-12T19:54:00,,,31.513,34.452
 עוטף עזה 238,12.11.2018,19:53,2018-11-12T19:54:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,19:53,2018-11-12T19:54:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,19:53,2018-11-12T19:54:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,19:44,2018-11-12T19:45:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,19:29,2018-11-12T19:29:00,,,31.513,34.452
עוטף עזה 232,12.11.2018,19:16,2018-11-12T19:17:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,19:16,2018-11-12T19:17:00,,,31.513,34.452
מרכז הנגב,12.11.2018,19:13,2018-11-12T19:13:00,,,31.513,34.452
 עוטף עזה 238,12.11.2018,19:13,2018-11-12T19:13:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,19:13,2018-11-12T19:13:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,19:13,2018-11-12T19:13:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,18:56,2018-11-12T18:56:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,18:56,2018-11-12T18:56:00,,,31.513,34.452
עוטף עזה 233,12.11.2018,18:53,2018-11-12T18:53:00,,,31.513,34.452
עוטף עזה 232,12.11.2018,18:52,2018-11-12T18:53:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,18:52,2018-11-12T18:53:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,18:42,2018-11-12T18:42:00,,,31.513,34.452
עוטף עזה 227,12.11.2018,18:40,2018-11-12T18:40:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,18:33,2018-11-12T18:33:00,,,31.513,34.452
מרכז הנגב,12.11.2018,18:33,2018-11-12T18:33:00,,,31.513,34.452
 עוטף עזה 238,12.11.2018,18:33,2018-11-12T18:33:00,,,31.513,34.452
מרכז הנגב,12.11.2018,18:33,2018-11-12T18:33:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,18:33,2018-11-12T18:33:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,18:33,2018-11-12T18:33:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,18:33,2018-11-12T18:33:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,18:32,2018-11-12T18:33:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,18:32,2018-11-12T18:33:00,,,31.513,34.452
עוטף עזה 227,12.11.2018,18:32,2018-11-12T18:33:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,18:32,2018-11-12T18:33:00,,,31.513,34.452
לכיש,12.11.2018,18:21,2018-11-12T18:21:00,,,31.513,34.452
לכיש,12.11.2018,18:21,2018-11-12T18:21:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,18:12,2018-11-12T18:13:00,,,31.513,34.452
עוטף עזה 228,12.11.2018,18:01,2018-11-12T18:01:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,17:54,2018-11-12T17:55:00,,,31.513,34.452
עוטף עזה 219,12.11.2018,17:52,2018-11-12T17:53:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,17:52,2018-11-12T17:52:00,,,31.513,34.452
לכיש,12.11.2018,17:49,2018-11-12T17:49:00,,,31.513,34.452
לכיש,12.11.2018,17:49,2018-11-12T17:49:00,,,31.513,34.452
לכיש,12.11.2018,17:49,2018-11-12T17:49:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,17:47,2018-11-12T17:48:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,17:47,2018-11-12T17:48:00,,,31.513,34.452
עוטף עזה 232,12.11.2018,17:47,2018-11-12T17:48:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,17:47,2018-11-12T17:47:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,17:36,2018-11-12T17:36:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,17:36,2018-11-12T17:36:00,,,31.513,34.452
לכיש,12.11.2018,17:36,2018-11-12T17:36:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
מרכז הנגב,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
מרכז הנגב 287,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
יהודה 207,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
 ים המלח 207,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
דרום הנגב 296,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
מרכז הנגב 255,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
מרכז הנגב 253,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,17:29,2018-11-12T17:29:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,17:28,2018-11-12T17:29:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,17:26,2018-11-12T17:26:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,17:18,2018-11-12T17:19:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,17:18,2018-11-12T17:19:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,17:07,2018-11-12T17:08:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,17:07,2018-11-12T17:08:00,,,31.513,34.452
מרכז הנגב,12.11.2018,17:07,2018-11-12T17:08:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,17:07,2018-11-12T17:08:00,,,31.513,34.452
מרכז הנגב 253,12.11.2018,17:07,2018-11-12T17:07:00,,,31.513,34.452
עוטף עזה 228,12.11.2018,17:07,2018-11-12T17:07:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,17:07,2018-11-12T17:07:00,,,31.513,34.452
מרכז הנגב,12.11.2018,17:07,2018-11-12T17:07:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,17:07,2018-11-12T17:07:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,17:07,2018-11-12T17:07:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,17:07,2018-11-12T17:07:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,17:07,2018-11-12T17:07:00,,,31.513,34.452
מרכז הנגב 255,12.11.2018,17:07,2018-11-12T17:07:00,,,31.513,34.452
מרכז הנגב,12.11.2018,17:06,2018-11-12T17:07:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,17:06,2018-11-12T17:07:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,17:06,2018-11-12T17:07:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,17:06,2018-11-12T17:07:00,,,31.513,34.452
מרכז הנגב 255,12.11.2018,17:05,2018-11-12T17:05:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,17:05,2018-11-12T17:05:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,17:05,2018-11-12T17:05:00,,,31.513,34.452
מרכז הנגב,12.11.2018,17:04,2018-11-12T17:05:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,17:04,2018-11-12T17:05:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,17:04,2018-11-12T17:05:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,17:04,2018-11-12T17:05:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,17:04,2018-11-12T17:04:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,17:03,2018-11-12T17:04:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,17:01,2018-11-12T17:01:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:58,2018-11-12T16:59:00,,,31.513,34.452
מרכז הנגב 255,12.11.2018,16:57,2018-11-12T16:58:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,16:57,2018-11-12T16:58:00,,,31.513,34.452
עוטף עזה 222,12.11.2018,16:57,2018-11-12T16:58:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:57,2018-11-12T16:58:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,16:57,2018-11-12T16:58:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,16:57,2018-11-12T16:58:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,16:57,2018-11-12T16:58:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:57,2018-11-12T16:57:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,16:54,2018-11-12T16:54:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,16:53,2018-11-12T16:54:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,16:53,2018-11-12T16:53:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
עוטף עזה 222,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
מרכז הנגב 288,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
מרכז הנגב 291,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
מרכז הנגב 252,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
מרכז הנגב 287,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
דרום הנגב 296,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
מרכז הנגב 286,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
מרכז הנגב 253,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
עוטף עזה 227,12.11.2018,16:52,2018-11-12T16:53:00,,,31.513,34.452
מרכז הנגב 289,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
מרכז הנגב 256,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
עוטף עזה 228,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
מרכז הנגב 255,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,16:52,2018-11-12T16:52:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,16:51,2018-11-12T16:52:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,16:51,2018-11-12T16:51:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:50,2018-11-12T16:51:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,16:50,2018-11-12T16:51:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:50,2018-11-12T16:51:00,,,31.513,34.452
 עוטף עזה 238,12.11.2018,16:50,2018-11-12T16:51:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,16:50,2018-11-12T16:50:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,16:50,2018-11-12T16:50:00,,,31.513,34.452
עוטף עזה 228,12.11.2018,16:50,2018-11-12T16:50:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,16:50,2018-11-12T16:50:00,,,31.513,34.452
עוטף עזה 219,12.11.2018,16:50,2018-11-12T16:50:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:49,2018-11-12T16:50:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:49,2018-11-12T16:50:00,,,31.513,34.452
 עוטף עזה 238,12.11.2018,16:49,2018-11-12T16:50:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,16:49,2018-11-12T16:50:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,16:49,2018-11-12T16:50:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,16:49,2018-11-12T16:50:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,16:48,2018-11-12T16:48:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:47,2018-11-12T16:48:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,16:47,2018-11-12T16:48:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,16:47,2018-11-12T16:48:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:47,2018-11-12T16:47:00,,,31.513,34.452
מרכז הנגב 255,12.11.2018,16:47,2018-11-12T16:47:00,,,31.513,34.452
מרכז הנגב 252,12.11.2018,16:47,2018-11-12T16:47:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,16:47,2018-11-12T16:47:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,16:47,2018-11-12T16:47:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,16:47,2018-11-12T16:47:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:47,2018-11-12T16:47:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,16:47,2018-11-12T16:47:00,,,31.513,34.452
לכיש,12.11.2018,16:46,2018-11-12T16:47:00,,,31.513,34.452
עוטף עזה 228,12.11.2018,16:46,2018-11-12T16:47:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,16:46,2018-11-12T16:47:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,16:46,2018-11-12T16:47:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:46,2018-11-12T16:47:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,16:46,2018-11-12T16:47:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 228,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 222,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
מרכז הנגב 253,12.11.2018,16:46,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 228,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
מרכז הנגב,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
 עוטף עזה 216,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
מרכז הנגב 254,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:45,2018-11-12T16:46:00,,,31.513,34.452
עוטף עזה 219,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 219,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
לכיש,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
מרכז הנגב 252,12.11.2018,16:45,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 217,12.11.2018,16:44,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 218,12.11.2018,16:44,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 230,12.11.2018,16:44,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 225,12.11.2018,16:44,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 223,12.11.2018,16:44,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 224,12.11.2018,16:44,2018-11-12T16:45:00,,,31.513,34.452
עוטף עזה 221,12.11.2018,16:43,2018-11-12T16:44:00,,,31.513,34.452
עוטף עזה 219,12.11.2018,16:43,2018-11-12T16:44:00,,,31.513,34.452
עוטף עזה 220,12.11.2018,16:43,2018-11-12T16:44:00,,,31.513,34.452
עוטף עזה 232,12.11.2018,1:16,2018-11-12T01:16:00,,,31.513,34.452
עוטף עזה 231,12.11.2018,1:16,2018-11-12T01:16:00,,,31.513,34.452
עוטף עזה 236,12.11.2018,0:32,2018-11-12T00:32:00,,,31.513,34.452
עוטף עזה 237,12.11.2018,0:25,2018-11-12T00:26:00,,,31.513,34.452
עוטף עזה 237,11.11.2018,23:58,2018-11-11T23:58:00,,,31.513,34.452
עוטף עזה 237,11.11.2018,23:23,2018-11-11T23:23:00,,,31.513,34.452
עוטף עזה 236,11.11.2018,23:23,2018-11-11T23:23:00,,,31.513,34.452
עוטף עזה 237,11.11.2018,23:17,2018-11-11T23:18:00,,,31.513,34.452
עוטף עזה 236,11.11.2018,23:09,2018-11-11T23:10:00,,,31.513,34.452
עוטף עזה 237,11.11.2018,23:07,2018-11-11T23:08:00,,,31.513,34.452
מרכז הנגב,11.11.2018,22:44,2018-11-11T22:44:00,,,31.513,34.452
 עוטף עזה 238,11.11.2018,22:44,2018-11-11T22:44:00,,,31.513,34.452
עוטף עזה 236,11.11.2018,22:44,2018-11-11T22:44:00,,,31.513,34.452
עוטף עזה 236,11.11.2018,22:21,2018-11-11T22:22:00,,,31.513,34.452
מרכז הנגב,11.11.2018,22:21,2018-11-11T22:22:00,,,31.513,34.452
 עוטף עזה 238,11.11.2018,22:21,2018-11-11T22:22:00,,,31.513,34.452
עוטף עזה 220,04.11.2018,17:55,2018-11-04T17:55:00,,,31.513,34.452
עוטף עזה 237,27.10.2018,10:11,2018-10-27T10:11:00,,,31.513,34.452
עוטף עזה 221,27.10.2018,9:53,2018-10-27T09:54:00,,,31.513,34.452
עוטף עזה 220,27.10.2018,9:53,2018-10-27T09:54:00,,,31.513,34.452
